tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
8240,Thunnus maccoyii,121890610,0,live,ptpro,,protein tyrosine phosphatase receptor type O,receptor-type tyrosine-protein phosphatase O,,23,NC_056555.1,25044862,25115814,minus,28,
8240,Thunnus maccoyii,121890352,0,live,il15ra,,interleukin 15 receptor subunit alpha,interleukin-15 receptor subunit alpha,,23,NC_056555.1,6932958,6942877,plus,8,
8240,Thunnus maccoyii,121886245,0,live,musk,,"muscle, skeletal, receptor tyrosine kinase","muscle, skeletal receptor tyrosine-protein kinase",,19,NC_056551.1,9624108,9655513,plus,19,
8240,Thunnus maccoyii,121885126,0,live,plgrkt,,"plasminogen receptor, C-terminal lysine transmembrane protein",plasminogen receptor (KT),,19,NC_056551.1,13087533,13153019,minus,8,
8240,Thunnus maccoyii,121912408,0,live,LOC121912408,,gonadotropin-releasing hormone II receptor-like,gonadotropin-releasing hormone II receptor-like,,15,NC_056547.1,29724371,29733156,plus,6,
8240,Thunnus maccoyii,121912254,0,live,LOC121912254,,receptor-type tyrosine-protein phosphatase epsilon-like,receptor-type tyrosine-protein phosphatase epsilon-like,,14,NC_056546.1,13286442,13310455,plus,24,
8240,Thunnus maccoyii,121910801,0,live,LOC121910801,,neuronal acetylcholine receptor subunit alpha-9-like,neuronal acetylcholine receptor subunit alpha-9-II-like|neuronal acetylcholine receptor subunit alpha-9-like,,13,NC_056545.1,2169197,2191356,minus,8,
8240,Thunnus maccoyii,121908493,0,live,LOC121908493,,receptor-type tyrosine-protein phosphatase F-like,receptor-type tyrosine-protein phosphatase F-like,,12,NC_056544.1,22060439,22092678,minus,12,
8240,Thunnus maccoyii,121907551,0,live,LOC121907551,,interferon alpha/beta receptor 1-like,interferon alpha/beta receptor 1-like|interferon alpha/beta receptor 2-like,,11,NC_056543.1,3366996,3381970,minus,9,
8240,Thunnus maccoyii,121904321,0,live,LOC121904321,,netrin receptor UNC5C-like,netrin receptor UNC5C-like,,9,NC_056541.1,17522628,17733312,minus,20,
8240,Thunnus maccoyii,121898911,0,live,LOC121898911,,macrophage mannose receptor 1-like,macrophage mannose receptor 1-like,,6,NC_056538.1,7417376,7422760,minus,7,
8240,Thunnus maccoyii,121898655,0,live,LOC121898655,,macrophage mannose receptor 1-like,macrophage mannose receptor 1-like,,1,NC_056533.1,7261315,7277800,plus,6,
8240,Thunnus maccoyii,121895541,0,live,LOC121895541,,interleukin-17 receptor B,interleukin-17 receptor B,,4,NC_056536.1,11809243,11824309,minus,13,
8240,Thunnus maccoyii,121890376,0,live,LOC121890376,,"inositol 1,4,5-trisphosphate receptor type 1","inositol 1,4,5-trisphosphate receptor type 1",,3,NC_056535.1,15462956,15539333,plus,61,
8240,Thunnus maccoyii,121889675,0,live,LOC121889675,,Fc receptor-like protein 5,Fc receptor-like protein 5,,22,NC_056554.1,25434027,25443346,plus,11,
8240,Thunnus maccoyii,121882106,0,live,LOC121882106,,"glutamate receptor ionotropic, kainate 2-like","glutamate receptor ionotropic, kainate 2-like",,17,NC_056549.1,19473137,19548344,minus,19,
8240,Thunnus maccoyii,121912181,0,live,gpr155b,,G protein-coupled receptor 155b,integral membrane protein GPR155,,14,NC_056546.1,6838979,6850277,minus,20,
8240,Thunnus maccoyii,121910923,0,live,p2rx5,,"purinergic receptor P2X, ligand-gated ion channel, 5",P2X purinoceptor 5,,13,NC_056545.1,25430717,25438953,plus,13,
8240,Thunnus maccoyii,121904275,0,live,p2rx2,,"purinergic receptor P2X, ligand-gated ion channel, 2",P2X purinoceptor 2,,9,NC_056541.1,19799132,19805476,minus,12,
8240,Thunnus maccoyii,121904218,0,live,p2rx4b,,"purinergic receptor P2X, ligand-gated ion channel, 4b",P2X purinoceptor 4b,,9,NC_056541.1,29944243,29948662,plus,12,
8240,Thunnus maccoyii,121903621,0,live,p2rx7,,"purinergic receptor P2X, ligand-gated ion channel, 7",P2X purinoceptor 7,,9,NC_056541.1,3884014,3899691,minus,13,
8240,Thunnus maccoyii,121902274,0,live,p2ry10,,P2Y receptor family member 10,putative P2Y purinoceptor 10,,8,NC_056540.1,9226775,9232208,plus,4,
8240,Thunnus maccoyii,121901393,0,live,p2rx3a,,"purinergic receptor P2X, ligand-gated ion channel, 3a",P2X purinoceptor 3a,,8,NC_056540.1,17743465,17755882,plus,16,
8240,Thunnus maccoyii,121900681,0,live,ryk,,receptor like tyrosine kinase,tyrosine-protein kinase RYK,,7,NC_056539.1,6596764,6635565,plus,16,
8240,Thunnus maccoyii,121900130,0,live,fzd3b,,frizzled class receptor 3b,frizzled-3b,,1,NC_056533.1,16501490,16534403,plus,12,
8240,Thunnus maccoyii,121899503,0,live,fzd9b,,frizzled class receptor 9b,frizzled-9b,,6,NC_056538.1,14181053,14183947,plus,1,
8240,Thunnus maccoyii,121899065,0,live,fzd4,,frizzled class receptor 4,frizzled-4,,6,NC_056538.1,15075021,15083584,minus,6,
8240,Thunnus maccoyii,121895530,0,live,spsb1,,splA/ryanodine receptor domain and SOCS box containing 1,SPRY domain-containing SOCS box protein 1,,4,NC_056536.1,15275628,15284520,plus,3,
8240,Thunnus maccoyii,121887710,0,live,adgrg2a,,adhesion G protein-coupled receptor G2a,mucin-3A,,21,NC_056553.1,6717333,6747660,minus,37,
8240,Thunnus maccoyii,121884396,0,live,traf7,,TNF receptor-associated factor 7,E3 ubiquitin-protein ligase TRAF7,,18,NC_056550.1,5670969,5688097,minus,22,
8240,Thunnus maccoyii,121913305,0,live,thrap3b,,thyroid hormone receptor associated protein 3b,thyroid hormone receptor-associated protein 3b,,15,NC_056547.1,9960511,9979044,minus,13,
8240,Thunnus maccoyii,121909740,0,live,grk6,,G protein-coupled receptor kinase 6,G protein-coupled receptor kinase 6,,13,NC_056545.1,8701359,8776772,plus,18,
8240,Thunnus maccoyii,121909642,0,live,il13ra2,,"interleukin 13 receptor, alpha 2",interleukin-13 receptor subunit alpha-2,,13,NC_056545.1,20630037,20649298,minus,12,
8240,Thunnus maccoyii,121909379,0,live,epha4b,,eph receptor A4b,ephrin type-A receptor 4b,,12,NC_056544.1,12261585,12359877,minus,20,
8240,Thunnus maccoyii,121906209,0,live,ptpn2a,,protein tyrosine phosphatase non-receptor type 2a,tyrosine-protein phosphatase non-receptor type 2a,,10,NC_056542.1,29708289,29717880,minus,11,
8240,Thunnus maccoyii,121905363,0,live,thrap3a,,thyroid hormone receptor associated protein 3a,thyroid hormone receptor-associated protein 3,,10,NC_056542.1,11296679,11313525,plus,14,
8240,Thunnus maccoyii,121905007,0,live,ddr1,,discoidin domain receptor tyrosine kinase 1,epithelial discoidin domain-containing receptor 1,,10,NC_056542.1,13738279,13778940,minus,20,
8240,Thunnus maccoyii,121904549,0,live,unc5db,,unc-5 netrin receptor Db,netrin receptor UNC5D,,9,NC_056541.1,34020086,34206595,plus,18,
8240,Thunnus maccoyii,121903292,0,live,nsmfb,,NMDA receptor synaptonuclear signaling and neuronal migration factor b,NMDA receptor synaptonuclear signaling and neuronal migration factor,,9,NC_056541.1,33662640,33722606,minus,19,
8240,Thunnus maccoyii,121902004,0,live,unc5a,,unc-5 netrin receptor A,netrin receptor UNC5A,,8,NC_056540.1,12126534,12270028,minus,16,
8240,Thunnus maccoyii,121900425,0,live,grin3bb,,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3Bb","glutamate receptor ionotropic, NMDA 3B",,7,NC_056539.1,34311876,34389089,plus,14,
8240,Thunnus maccoyii,121900301,0,live,kdr,,kinase insert domain receptor (a type III receptor tyrosine kinase),vascular endothelial growth factor receptor 2,,7,NC_056539.1,8935336,8958019,minus,31,
8240,Thunnus maccoyii,121900128,0,live,gabrb3,,gamma-aminobutyric acid type A receptor subunit beta3,gamma-aminobutyric acid receptor subunit beta-3,,7,NC_056539.1,7346940,7401572,minus,15,
8240,Thunnus maccoyii,121899200,0,live,si:ch211-167j9.5,,tyrosine kinase receptor Cad96Ca,tyrosine kinase receptor Cad96Ca,,6,NC_056538.1,3485752,3494311,plus,14,
8240,Thunnus maccoyii,121897875,0,live,ptprja,,protein tyrosine phosphatase receptor type Ja,receptor-type tyrosine-protein phosphatase eta,,5,NC_056537.1,23851320,23899506,minus,48,
8240,Thunnus maccoyii,121893869,0,live,ephb2b,,eph receptor B2b,ephrin type-B receptor 2b,,3,NC_056535.1,27485372,27608978,plus,16,
8240,Thunnus maccoyii,121891164,0,live,epha8,,eph receptor A8,ephrin type-A receptor 8,,3,NC_056535.1,4623060,4740895,minus,22,
8240,Thunnus maccoyii,121890495,0,live,pparg,,peroxisome proliferator-activated receptor gamma,peroxisome proliferator-activated receptor gamma,,3,NC_056535.1,21236295,21272278,minus,10,
8240,Thunnus maccoyii,121886994,0,live,reep3b,,receptor accessory protein 3b,receptor expression-enhancing protein 3,,20,NC_056552.1,26327123,26371172,minus,10,
8240,Thunnus maccoyii,121885448,0,live,il7r,,interleukin 7 receptor,interleukin-7 receptor subunit alpha,,19,NC_056551.1,29051338,29064797,minus,10,
8240,Thunnus maccoyii,121880515,0,live,alk,,ALK receptor tyrosine kinase,ALK tyrosine kinase receptor,,16,NC_056548.1,23820283,24173260,minus,31,
8240,Thunnus maccoyii,121913402,0,live,LOC121913402,,C3a anaphylatoxin chemotactic receptor-like,C3a anaphylatoxin chemotactic receptor-like|formyl peptide receptor 2-like,,15,NC_056547.1,5877247,5890626,plus,4,
8240,Thunnus maccoyii,121912088,0,live,LOC121912088,,VPS10 domain-containing receptor SorCS1-like,VPS10 domain-containing receptor SorCS1-like,,14,NC_056546.1,13577165,13623862,plus,30,
8240,Thunnus maccoyii,121911302,0,live,LOC121911302,,"inositol 1,4,5-trisphosphate receptor-interacting protein","inositol 1,4,5-trisphosphate receptor-interacting protein",,2,NC_056534.1,30093900,30104562,minus,5,
8240,Thunnus maccoyii,121908690,0,live,LOC121908690,,epidermal growth factor receptor substrate 15-like 1,epidermal growth factor receptor substrate 15-like 1,,12,NC_056544.1,21432192,21450709,plus,25,
8240,Thunnus maccoyii,121908603,0,live,LOC121908603,,nuclear receptor coactivator 2-like,nuclear receptor coactivator 2-like,,12,NC_056544.1,27103643,27170138,minus,24,
8240,Thunnus maccoyii,121908293,0,live,LOC121908293,,ephrin type-B receptor 1-B,ephrin type-B receptor 1-B,,12,NC_056544.1,14213483,14376500,minus,18,
8240,Thunnus maccoyii,121906953,0,live,LOC121906953,,interferon alpha/beta receptor 2-like,interferon alpha/beta receptor 2-like,,11,NC_056543.1,3330946,3345087,minus,8,
8240,Thunnus maccoyii,121906856,0,live,LOC121906856,,interleukin-1 receptor type 1-like,interleukin-1 receptor type 1-like,,11,NC_056543.1,29286413,29329049,minus,15,
8240,Thunnus maccoyii,121906523,0,live,LOC121906523,,neuropeptide Y receptor type 2-like,neuropeptide Y receptor type 2-like,,2,NC_056534.1,9851906,9862428,minus,5,
8240,Thunnus maccoyii,121897500,0,live,LOC121897500,,nuclear receptor-interacting protein 3-like,nuclear receptor-interacting protein 3-like,,5,NC_056537.1,7551988,7558558,plus,9,
8240,Thunnus maccoyii,121897484,0,live,LOC121897484,,receptor-interacting serine/threonine-protein kinase 3-like,receptor-interacting serine/threonine-protein kinase 3-like,,5,NC_056537.1,19678201,19684537,minus,15,
8240,Thunnus maccoyii,121895885,0,live,LOC121895885,,nuclear receptor coactivator 3-like,nuclear receptor coactivator 3-like,,4,NC_056536.1,23395792,23464849,plus,25,
8240,Thunnus maccoyii,121895678,0,live,LOC121895678,,lysophosphatidic acid receptor 6,lysophosphatidic acid receptor 6,,4,NC_056536.1,27619150,27623906,minus,4,
8240,Thunnus maccoyii,121894775,0,live,LOC121894775,,interleukin-18 receptor accessory protein-like,interleukin-18 receptor accessory protein-like,,1,NC_056533.1,28242025,28252630,minus,13,
8240,Thunnus maccoyii,121894132,0,live,LOC121894132,,vitamin D3 receptor B,vitamin D3 receptor B,,3,NC_056535.1,12764804,12795526,plus,11,
8240,Thunnus maccoyii,121891656,0,live,LOC121891656,,gamma-aminobutyric acid receptor subunit gamma-3-like,gamma-aminobutyric acid receptor subunit gamma-3-like,,24,NC_056556.1,14568092,14692550,plus,11,
8240,Thunnus maccoyii,121890388,0,live,LOC121890388,,aryl hydrocarbon receptor nuclear translocator-like protein 2,aryl hydrocarbon receptor nuclear translocator-like protein 2,,23,NC_056555.1,6453475,6479358,plus,20,
8240,Thunnus maccoyii,121889728,0,live,LOC121889728,,Fc receptor-like protein 5,Fc receptor-like protein 5,,22,NC_056554.1,23478799,23483620,minus,6,
8240,Thunnus maccoyii,121889593,0,live,LOC121889593,,atrial natriuretic peptide receptor 1-like,atrial natriuretic peptide receptor 1-like,,22,NC_056554.1,25158012,25172822,plus,25,
8240,Thunnus maccoyii,121888559,0,live,LOC121888559,,gamma-aminobutyric acid receptor subunit rho-3-like,gamma-aminobutyric acid receptor subunit rho-3-like,,21,NC_056553.1,4043651,4077293,plus,13,
8240,Thunnus maccoyii,121888118,0,live,LOC121888118,,receptor-type tyrosine-protein phosphatase mu-like,receptor-type tyrosine-protein phosphatase mu-like,,21,NC_056553.1,538557,639470,minus,34,
8240,Thunnus maccoyii,121907303,0,live,p2ry8,,P2Y receptor family member 8,P2Y purinoceptor 8,,11,NC_056543.1,24474618,24478188,plus,3,
8240,Thunnus maccoyii,121906977,0,live,fzd5,,frizzled class receptor 5,frizzled-5,,11,NC_056543.1,31366137,31370199,minus,1,
8240,Thunnus maccoyii,121906250,0,live,fzd1,,frizzled class receptor 1,frizzled-1,,10,NC_056542.1,30899973,30904738,minus,1,
8240,Thunnus maccoyii,121904651,0,live,fzd10,,frizzled class receptor 10,frizzled-10,,9,NC_056541.1,26390910,26394075,plus,1,
8240,Thunnus maccoyii,121898857,0,live,p2ry1,,purinergic receptor P2Y1,P2Y purinoceptor 1,,6,NC_056538.1,21478368,21481485,plus,2,
8240,Thunnus maccoyii,121898610,0,live,p2ry12,,purinergic receptor P2Y12,P2Y purinoceptor 12,,6,NC_056538.1,21280631,21283819,minus,3,
8240,Thunnus maccoyii,121897747,0,live,grk1a,,G protein-coupled receptor kinase 1 a,rhodopsin kinase GRK1,,1,NC_056533.1,26065306,26073003,minus,7,
8240,Thunnus maccoyii,121897435,0,live,ptprq,,protein tyrosine phosphatase receptor type Q,phosphatidylinositol phosphatase PTPRQ,,5,NC_056537.1,18686234,18724194,plus,63,
8240,Thunnus maccoyii,121891133,0,live,smo,,"smoothened, frizzled class receptor",smoothened homolog,,23,NC_056555.1,14043761,14054240,plus,12,
8240,Thunnus maccoyii,121890501,0,live,xpot,,"exportin, tRNA (nuclear export receptor for tRNAs)",exportin-T,,23,NC_056555.1,24382020,24401529,minus,25,
8240,Thunnus maccoyii,121888451,0,live,fzd8a,,frizzled class receptor 8a,frizzled-8a,,21,NC_056553.1,20795297,20798086,plus,1,
8240,Thunnus maccoyii,121885680,0,live,nr5a1b,,"nuclear receptor subfamily 5, group A, member 1b",steroidogenic factor 1b,,19,NC_056551.1,1971138,1979024,minus,6,
8240,Thunnus maccoyii,121911309,0,live,gfra1a,,gdnf family receptor alpha 1a,GDNF family receptor alpha-1a,,14,NC_056546.1,4162323,4264265,minus,12,
8240,Thunnus maccoyii,121910060,0,live,gria4b,,"glutamate receptor, ionotropic, AMPA 4b",glutamate receptor 4b,,13,NC_056545.1,4527712,4669176,minus,19,
8240,Thunnus maccoyii,121909839,0,live,ncor1,,nuclear receptor corepressor 1,nuclear receptor corepressor 1,,13,NC_056545.1,25341803,25401696,minus,46,
8240,Thunnus maccoyii,121908230,0,live,ripk1l,,"receptor (TNFRSF)-interacting serine-threonine kinase 1, like",receptor-interacting serine/threonine-protein kinase 1,,12,NC_056544.1,17166027,17173061,minus,13,
8240,Thunnus maccoyii,121907935,0,live,pigr,,polymeric immunoglobulin receptor,polymeric immunoglobulin receptor,,12,NC_056544.1,6887524,6894701,minus,8,
8240,Thunnus maccoyii,121907550,0,live,ildr2,,immunoglobulin-like domain containing receptor 2,immunoglobulin-like domain-containing receptor 2,,11,NC_056543.1,21762115,21777240,minus,10,
8240,Thunnus maccoyii,121905805,0,live,csf3r,,colony stimulating factor 3 receptor (granulocyte),granulocyte colony-stimulating factor receptor,,10,NC_056542.1,11416910,11427708,minus,18,
8240,Thunnus maccoyii,121905724,0,live,drd2l,,dopamine receptor D2 like,dopamine receptor D2 like,,10,NC_056542.1,9721679,9745781,minus,10,
8240,Thunnus maccoyii,121905618,0,live,paqr6,,progestin and adipoQ receptor family member VI,membrane progestin receptor delta,,10,NC_056542.1,7956644,7988260,plus,11,
8240,Thunnus maccoyii,121905220,0,live,cxcr3.2,,"chemokine (C-X-C motif) receptor 3, tandem duplicate 2",C-X-C chemokine receptor type 3-2,,10,NC_056542.1,12945827,12951295,minus,3,
8240,Thunnus maccoyii,121905208,0,live,grik2,,"glutamate receptor, ionotropic, kainate 2","glutamate receptor ionotropic, kainate 2",,10,NC_056542.1,32577728,32779556,plus,18,
8240,Thunnus maccoyii,121905205,0,live,pear1,,platelet endothelial aggregation receptor 1,platelet endothelial aggregation receptor 1,,10,NC_056542.1,8594594,8647706,minus,25,
8240,Thunnus maccoyii,121904996,0,live,glra3,,"glycine receptor, alpha 3",glycine receptor subunit alpha-3,,2,NC_056534.1,23444927,23501967,plus,11,
8240,Thunnus maccoyii,121904604,0,live,paqr3a,,progestin and adipoQ receptor family member IIIa,progestin and adipoQ receptor family member 3a,,9,NC_056541.1,4702710,4726884,minus,9,
8240,Thunnus maccoyii,121901180,0,live,il12rb1,,interleukin 12 receptor subunit beta 1,interleukin-12 receptor subunit beta-2,,7,NC_056539.1,21886386,21901795,plus,15,
8240,Thunnus maccoyii,121900098,0,live,reep6,,receptor accessory protein 6,receptor expression-enhancing protein 6,,7,NC_056539.1,33976333,33991994,plus,9,
8240,Thunnus maccoyii,121898673,0,live,gosr1,,golgi SNAP receptor complex member 1,Golgi SNAP receptor complex member 1,,6,NC_056538.1,17167636,17194875,minus,11,
8240,Thunnus maccoyii,121896938,0,live,itpr2,,"inositol 1,4,5-trisphosphate receptor, type 2","inositol 1,4,5-trisphosphate receptor type 2",,5,NC_056537.1,21190098,21248188,plus,58,
8240,Thunnus maccoyii,121895621,0,live,gabrd,,gamma-aminobutyric acid type A receptor subunit delta,gamma-aminobutyric acid receptor subunit delta,,4,NC_056536.1,9544907,9571457,plus,10,
8240,Thunnus maccoyii,121895565,0,live,ncoa6,,nuclear receptor coactivator 6,nuclear receptor coactivator 6,,4,NC_056536.1,19681694,19697380,plus,17,
8240,Thunnus maccoyii,121895214,0,live,ptpn22,,protein tyrosine phosphatase non-receptor type 22,tyrosine-protein phosphatase non-receptor type 22,,4,NC_056536.1,27140600,27173064,plus,27,
8240,Thunnus maccoyii,121895162,0,live,irak1,,interleukin-1 receptor-associated kinase 1,interleukin-1 receptor-associated kinase 1,,4,NC_056536.1,31868886,31893590,minus,16,
8240,Thunnus maccoyii,121890877,0,live,il17rel,,interleukin 17 receptor E-like,putative interleukin-17 receptor E-like,,23,NC_056555.1,9799672,9823849,minus,20,
8240,Thunnus maccoyii,121889354,0,live,fcer1g,,Fc epsilon receptor IgFc epsilon receptor Ig,"high affinity immunoglobulin epsilon receptor subunit gamma|Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide",,22,NC_056554.1,5419177,5427262,minus,5,
8240,Thunnus maccoyii,121888411,0,live,ifngr1,,interferon gamma receptor 1,interferon gamma receptor 1,,2,NC_056534.1,4177128,4189105,plus,8,
8240,Thunnus maccoyii,121888396,0,live,ptprn2,,protein tyrosine phosphatase receptor type N2,receptor-type tyrosine-protein phosphatase N2,,21,NC_056553.1,10554991,10704857,plus,24,
8240,Thunnus maccoyii,121886600,0,live,fshr,,follicle stimulating hormone receptor,follicle-stimulating hormone receptor,,20,NC_056552.1,10087199,10104639,minus,15,
8240,Thunnus maccoyii,121886242,0,live,unc5cb,,unc-5 netrin receptor Cb,netrin receptor UNC5C,,19,NC_056551.1,14971271,15095377,minus,18,
8240,Thunnus maccoyii,121885956,0,live,scarb1,,"scavenger receptor class B, member 1",scavenger receptor class B member 1,,19,NC_056551.1,24945155,24972440,minus,14,
8240,Thunnus maccoyii,121885951,0,live,cntfr,,ciliary neurotrophic factor receptor,ciliary neurotrophic factor receptor subunit alpha,,19,NC_056551.1,9272009,9518692,plus,13,
8240,Thunnus maccoyii,121885619,0,live,ror2,,receptor tyrosine kinase-like orphan receptor 2,tyrosine-protein kinase transmembrane receptor ROR2,,19,NC_056551.1,931854,997082,minus,10,
8240,Thunnus maccoyii,121882545,0,live,prokr1a,,prokineticin receptor 1a,prokineticin receptor 1a,,2,NC_056534.1,2911435,2925268,plus,5,
8240,Thunnus maccoyii,121881536,0,live,reep1,,receptor accessory protein 1,receptor expression-enhancing protein 1,,16,NC_056548.1,16627304,16635136,minus,8,
8240,Thunnus maccoyii,121913355,0,live,LOC121913355,,cytokine receptor common subunit beta-like,cytokine receptor common subunit beta-like,,2,NC_056534.1,7883166,7904689,minus,12,
8240,Thunnus maccoyii,121913122,0,live,LOC121913122,,secretory phospholipase A2 receptor-like,secretory phospholipase A2 receptor-like,,15,NC_056547.1,24443495,24453438,minus,8,
8240,Thunnus maccoyii,121910844,0,live,LOC121910844,,"glutamate receptor ionotropic, kainate 1-like","glutamate receptor ionotropic, kainate 1-like",,13,NC_056545.1,17757885,17793779,plus,18,
8240,Thunnus maccoyii,121909885,0,live,LOC121909885,,peroxisome proliferator-activated receptor gamma coactivator-related protein 1-like,peroxisome proliferator-activated receptor gamma coactivator-related protein 1-like,,2,NC_056534.1,30618614,30626216,plus,11,
8240,Thunnus maccoyii,121909712,0,live,LOC121909712,,peripheral-type benzodiazepine receptor-associated protein 1,RIMS-binding protein 2|peripheral-type benzodiazepine receptor-associated protein 1,,13,NC_056545.1,25824807,25886967,minus,34,
8240,Thunnus maccoyii,121909317,0,live,LOC121909317,,adhesion G protein-coupled receptor L3-like,adhesion G protein-coupled receptor L3-like,,2,NC_056534.1,38513221,38571010,plus,7,
8240,Thunnus maccoyii,121906351,0,live,LOC121906351,,C-C chemokine receptor type 3-like,C-C chemokine receptor type 3-like,,10,NC_056542.1,23253456,23259569,minus,6,
8240,Thunnus maccoyii,121905612,0,live,LOC121905612,,asialoglycoprotein receptor 1-like,asialoglycoprotein receptor 1-like,,10,NC_056542.1,3737707,3748227,plus,7,
8240,Thunnus maccoyii,121904965,0,live,LOC121904965,,macrophage mannose receptor 1-like,macrophage mannose receptor 1-like,,10,NC_056542.1,18853361,18858432,plus,8,
8240,Thunnus maccoyii,121903265,0,live,LOC121903265,,GDNF family receptor alpha-2-like,GDNF family receptor alpha-2-like,,9,NC_056541.1,23053907,23099557,minus,10,
8240,Thunnus maccoyii,121900258,0,live,LOC121900258,,ephrin type-B receptor 1-like,ephrin type-B receptor 1-like,,7,NC_056539.1,26589258,26695733,minus,22,
8240,Thunnus maccoyii,121899526,0,live,LOC121899526,,nuclear receptor-binding protein-like,nuclear receptor-binding protein-like,,1,NC_056533.1,16480098,16492644,plus,20,
8240,Thunnus maccoyii,121897876,0,live,LOC121897876,,immunoglobulin-like domain-containing receptor 2,immunoglobulin-like domain-containing receptor 2,,1,NC_056533.1,28341077,28363091,minus,10,
8240,Thunnus maccoyii,121896278,0,live,LOC121896278,,C-type mannose receptor 2-like,C-type mannose receptor 2-like,,4,NC_056536.1,34546141,34558427,minus,8,
8240,Thunnus maccoyii,121895607,0,live,LOC121895607,,proteasomal ubiquitin receptor ADRM1-like,proteasomal ubiquitin receptor ADRM1-like,,4,NC_056536.1,26045438,26061444,plus,11,
8240,Thunnus maccoyii,121895132,0,live,LOC121895132,,cell surface glycoprotein CD200 receptor 1-B-like,cell surface glycoprotein CD200 receptor 1-B-like,,4,NC_056536.1,8964463,8980494,minus,7,
8240,Thunnus maccoyii,121892121,0,live,LOC121892121,,gamma-aminobutyric acid receptor subunit beta-3-like,gamma-aminobutyric acid receptor subunit beta-3-like,,24,NC_056556.1,14494629,14558591,minus,12,
8240,Thunnus maccoyii,121891847,0,live,LOC121891847,,growth hormone receptor-like,growth hormone receptor-like,,24,NC_056556.1,2445218,2506270,minus,10,
8240,Thunnus maccoyii,121890797,0,live,LOC121890797,,peroxisome proliferator-activated receptor alpha-like,peroxisome proliferator-activated receptor alpha-like,,23,NC_056555.1,10007165,10021459,plus,8,
8240,Thunnus maccoyii,121889661,0,live,LOC121889661,,low affinity immunoglobulin gamma Fc region receptor II-c-like,low affinity immunoglobulin gamma Fc region receptor II-c-like|low affinity immunoglobulin gamma Fc region receptor II-like,,22,NC_056554.1,26630078,26646163,plus,12,
8240,Thunnus maccoyii,121889655,0,live,LOC121889655,,low affinity immunoglobulin gamma Fc region receptor II-a-like,low affinity immunoglobulin gamma Fc region receptor II-a-like,,22,NC_056554.1,23963029,23969336,plus,10,
8240,Thunnus maccoyii,121889585,0,live,LOC121889585,,ephrin type-B receptor 4b-like,ephrin type-B receptor 4b-like,,22,NC_056554.1,26271615,26307986,plus,22,
8240,Thunnus maccoyii,121889541,0,live,LOC121889541,,secretory phospholipase A2 receptor-like,secretory phospholipase A2 receptor-like,,22,NC_056554.1,3523475,3557657,plus,6,
8240,Thunnus maccoyii,121889344,0,live,LOC121889344,,macrophage mannose receptor 1-like,macrophage mannose receptor 1-like,,22,NC_056554.1,17505900,17521803,plus,9,
8240,Thunnus maccoyii,121888880,0,live,LOC121888880,,low affinity immunoglobulin gamma Fc region receptor II-c-like,low affinity immunoglobulin gamma Fc region receptor II-c-like,,22,NC_056554.1,20444191,20452293,minus,8,
8240,Thunnus maccoyii,121884031,0,live,LOC121884031,,glutamate receptor 2-like,glutamate receptor 2-like,,2,NC_056534.1,21307485,21408565,plus,21,
8240,Thunnus maccoyii,121882508,0,live,LOC121882508,,interleukin-6 receptor subunit beta-like,interleukin-6 receptor subunit beta-like,,17,NC_056549.1,21445171,21460354,plus,15,
8240,Thunnus maccoyii,121911974,0,live,prokr1b,,prokineticin receptor 1b,prokineticin receptor 1b,,14,NC_056546.1,14426441,14434177,minus,3,
8240,Thunnus maccoyii,121911913,0,live,il22ra2,,"interleukin 22 receptor, alpha 2",interleukin-22 receptor subunit alpha-2,,14,NC_056546.1,10907963,10916675,plus,6,
8240,Thunnus maccoyii,121911845,0,live,unc5b,,unc-5 netrin receptor B,netrin receptor UNC5B,,14,NC_056546.1,20647473,20697870,minus,18,
8240,Thunnus maccoyii,121911194,0,live,ncoa4,,nuclear receptor coactivator 4,nuclear receptor coactivator 4,,14,NC_056546.1,1060982,1078015,plus,12,
8240,Thunnus maccoyii,121911169,0,live,ret,,ret proto-oncogene receptor tyrosine kinase,proto-oncogene tyrosine-protein kinase receptor Ret,,14,NC_056546.1,23753772,23776944,minus,20,
8240,Thunnus maccoyii,121909981,0,live,ephb4a,,eph receptor B4a,ephrin type-B receptor 4a,,13,NC_056545.1,20399126,20433798,plus,17,
8240,Thunnus maccoyii,121909829,0,live,pgrmc1,,progesterone receptor membrane component 1,membrane-associated progesterone receptor component 1,,13,NC_056545.1,10081767,10089306,minus,4,
8240,Thunnus maccoyii,121908747,0,live,fcer1gl,,"Fc receptor, IgE, high affinity I, gamma polypeptide like","Fc receptor, IgE, high affinity I, gamma polypeptide like",,12,NC_056544.1,24354088,24356633,plus,5,
8240,Thunnus maccoyii,121908074,0,live,crfb16,,cytokine receptor family member B16,cytokine receptor family member B16,,12,NC_056544.1,30581266,30599867,minus,9,
8240,Thunnus maccoyii,121907518,0,live,crfb4,,cytokine receptor family member b4,cytokine receptor family member b4,,11,NC_056543.1,3317053,3327801,minus,8,
