"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"1165","regulation of superoxide metabolic process","Biological Process",5.24069478908189,0.174243203457457,0.351477706545084,0.312984403409464,"GO:0090322","1/62","52/16896",1,"bmp7b"
"1166","development of primary male sexual characteristics","Biological Process",2.64578766050736,0.174749895434061,0.351829759202146,0.313297899795685,"GO:0046546","2/62","206/16896",2,"pdgfra/prkacab"
"1167","regulation of cation channel activity","Biological Process",2.64578766050736,0.174749895434061,0.351829759202146,0.313297899795685,"GO:2001257","2/62","206/16896",2,"drd2a/prkacab"
"1168","regulation of cation transmembrane transport","Biological Process",2.08027579413937,0.174866876063024,0.351829759202146,0.313297899795685,"GO:1904062","3/62","393/16896",3,"drd2a/prkacab/atp2a1l"
"1169","positive regulation of lipid metabolic process","Biological Process",2.63300607760636,0.176060150640664,0.352941809622626,0.314288160147718,"GO:0045834","2/62","207/16896",2,"pdgfra/pparg"
"1170",NA,NA,5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0001102","1/62","53/16896",1,"hipk2"
"1171",NA,NA,5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0001205","1/62","53/16896",1,"zeb2a"
"1172","negative regulation of myeloid leukocyte differentiation","Biological Process",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0002762","1/62","53/16896",1,"LOC121897897"
"1173","mechanosensory behavior","Biological Process",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0007638","1/62","53/16896",1,"drd2a"
"1174","serine family amino acid metabolic process","Biological Process",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0009069","1/62","53/16896",1,"LOC121904145"
"1175","manganese ion binding","Molecular Function",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0030145","1/62","53/16896",1,"prkacab"
"1176","positive regulation of microtubule polymerization or depolymerization","Biological Process",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0031112","1/62","53/16896",1,"LOC121909097"
"1177","cellular response to monoamine stimulus","Biological Process",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:0071868","1/62","53/16896",1,"prkacab"
"1178","regulation of response to reactive oxygen species","Biological Process",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:1901031","1/62","53/16896",1,"bmp7b"
"1179","positive regulation of axon guidance","Biological Process",5.14181375532562,0.177282678723761,0.352941809622626,0.314288160147718,"GO:1902669","1/62","53/16896",1,"nr2e3"
"1180","cartilage development","Biological Process",2.62034739454094,0.177372032835881,0.352941809622626,0.314288160147718,"GO:0051216","2/62","208/16896",2,"LOC121895699/bmpr1bb"
"1181","cellular response to ketone","Biological Process",2.62034739454094,0.177372032835881,0.352941809622626,0.314288160147718,"GO:1901655","2/62","208/16896",2,"plat/pparg"
"1182","vesicle lumen","Cellular Component",2.0593158365158,0.178507679352381,0.353158317533757,0.314480956442154,"GO:0031983","3/62","397/16896",3,"ptx3a/ctsh/LOC121882333"
"1183","regulation of blood circulation","Biological Process",2.0593158365158,0.178507679352381,0.353158317533757,0.314480956442154,"GO:1903522","3/62","397/16896",3,"drd2a/prkacab/atp2a1l"
"1184","dorsal closure","Biological Process",2.60780984719864,0.178685513101591,0.353158317533757,0.314480956442154,"GO:0007391","2/62","209/16896",2,"bmp7b/tec"
"1185","regulation of morphogenesis of an epithelium","Biological Process",2.60780984719864,0.178685513101591,0.353158317533757,0.314480956442154,"GO:1905330","2/62","209/16896",2,"bmp7b/pdgfra"
"1186","amide binding","Molecular Function",2.05414167612255,0.179421255549862,0.353158317533757,0.314480956442154,"GO:0033218","3/62","398/16896",3,"pparg/calcrla/soat1"
"1187","positive regulation of axonogenesis","Biological Process",2.59539170506912,0.180000562703479,0.353158317533757,0.314480956442154,"GO:0050772","2/62","210/16896",2,"zeb2a/nr2e3"
"1188","forebrain neuron development","Biological Process",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0021884","1/62","54/16896",1,"drd2a"
"1189","MHC class I receptor activity","Molecular Function",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0032393","1/62","54/16896",1,"ctsh"
"1190","sterol binding","Molecular Function",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0032934","1/62","54/16896",1,"soat1"
"1191","negative regulation of mitotic nuclear division","Biological Process",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0045839","1/62","54/16896",1,"bmp7b"
"1192","flavin adenine dinucleotide binding","Molecular Function",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0050660","1/62","54/16896",1,"LOC121899291"
"1193","detection of mechanical stimulus involved in sensory perception","Biological Process",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0050974","1/62","54/16896",1,"serpine2"
"1194","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","Biological Process",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0051482","1/62","54/16896",1,"drd2a"
"1195","pharynx development","Biological Process",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0060465","1/62","54/16896",1,"lamb1b"
"1196","E-box binding","Molecular Function",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0070888","1/62","54/16896",1,"pparg"
"1197",NA,NA,5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:0097756","1/62","54/16896",1,"acta2"
"1198","negative regulation of response to drug","Biological Process",5.04659498207885,0.180311145975387,0.353158317533757,0.314480956442154,"GO:2001024","1/62","54/16896",1,"drd2a"
"1199","telencephalon development","Biological Process",2.04899345137036,0.180336162144897,0.353158317533757,0.314480956442154,"GO:0021537","3/62","399/16896",3,"lamb1b/drd2a/zeb2a"
"1200",NA,NA,2.04899345137036,0.180336162144897,0.353158317533757,0.314480956442154,"GO:0043901","3/62","399/16896",3,"fbln1/ptx3a/prkacab"
"1201","positive regulation of DNA-binding transcription factor activity","Biological Process",2.04387096774194,0.181252389278029,0.354657048129365,0.315815548345433,"GO:0051091","3/62","400/16896",3,"prkacab/pparg/hipk2"
"1202","positive regulation of cysteine-type endopeptidase activity","Biological Process",2.57090687766281,0.18263525589204,0.35664098874775,0.317582210808746,"GO:2001056","2/62","212/16896",2,"ctsh/pparg"
"1203","non-membrane spanning protein tyrosine kinase activity","Molecular Function",4.95483870967742,0.18332864442863,0.35664098874775,0.317582210808746,"GO:0004715","1/62","55/16896",1,"tec"
"1204","myotube cell development","Biological Process",4.95483870967742,0.18332864442863,0.35664098874775,0.317582210808746,"GO:0014904","1/62","55/16896",1,"acta2"
"1205","modulation by virus of host process","Biological Process",4.95483870967742,0.18332864442863,0.35664098874775,0.317582210808746,"GO:0019048","1/62","55/16896",1,"hipk2"
"1206","primary alcohol metabolic process","Biological Process",4.95483870967742,0.18332864442863,0.35664098874775,0.317582210808746,"GO:0034308","1/62","55/16896",1,"retsat.2"
"1207","synaptic transmission, glutamatergic","Biological Process",4.95483870967742,0.18332864442863,0.35664098874775,0.317582210808746,"GO:0035249","1/62","55/16896",1,"plat"
"1208","anchored component of plasma membrane","Cellular Component",4.95483870967742,0.18332864442863,0.35664098874775,0.317582210808746,"GO:0046658","1/62","55/16896",1,"alpl"
"1209","memory","Biological Process",2.02865604738654,0.18400889546165,0.357668241798905,0.318496960670201,"GO:0007613","3/62","403/16896",3,"drd2a/prkacab/magi1b"
"1210","response to organophosphorus","Biological Process",2.54687971058185,0.185275886168264,0.358924386009542,0.319615533879942,"GO:0046683","2/62","214/16896",2,"plat/LOC121899291"
"1211","catecholamine metabolic process","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0006584","1/62","56/16896",1,"drd2a"
"1212","catechol-containing compound metabolic process","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0009712","1/62","56/16896",1,"drd2a"
"1213","hydro-lyase activity","Molecular Function",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0016836","1/62","56/16896",1,"LOC121904145"
"1214","collagen fibril organization","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0030199","1/62","56/16896",1,"loxa"
"1215","negative regulation of behavior","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0048521","1/62","56/16896",1,"drd2a"
"1216","regulation of antigen receptor-mediated signaling pathway","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0050854","1/62","56/16896",1,"si:ch73-22o12.1"
"1217","calcium ion import","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0070509","1/62","56/16896",1,"atp2a1l"
"1218","response to catecholamine","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:0071869","1/62","56/16896",1,"prkacab"
"1219","regulation of long-term synaptic potentiation","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:1900271","1/62","56/16896",1,"drd2a"
"1220","regulation of double-strand break repair","Biological Process",4.86635944700461,0.186335213162401,0.358924386009542,0.319615533879942,"GO:2000779","1/62","56/16896",1,"fign"
"1221","skeletal muscle tissue development","Biological Process",2.52329749103943,0.187922230181174,0.361684882003079,0.322073704556381,"GO:0007519","2/62","216/16896",2,"acta2/LOC121895699"
"1222","positive regulation of angiogenesis","Biological Process",2.51166939200238,0.189247475822717,0.362614176144192,0.322901223818434,"GO:0045766","2/62","217/16896",2,"ctsh/hipk2"
"1223","multivesicular body","Cellular Component",4.78098471986418,0.189330891118691,0.362614176144192,0.322901223818434,"GO:0005771","1/62","57/16896",1,"ctsh"
"1224","regulation of peptidyl-threonine phosphorylation","Biological Process",4.78098471986418,0.189330891118691,0.362614176144192,0.322901223818434,"GO:0010799","1/62","57/16896",1,"bmp7b"
"1225","positive regulation of phospholipase C activity","Biological Process",4.78098471986418,0.189330891118691,0.362614176144192,0.322901223818434,"GO:0010863","1/62","57/16896",1,"pdgfra"
"1226","spleen development","Biological Process",4.78098471986418,0.189330891118691,0.362614176144192,0.322901223818434,"GO:0048536","1/62","57/16896",1,"LOC121882333"
"1227","regulation of actin filament-based movement","Biological Process",4.78098471986418,0.189330891118691,0.362614176144192,0.322901223818434,"GO:1903115","1/62","57/16896",1,"acta2"
"1228","protein processing","Biological Process",2.50014797277301,0.190574067433187,0.363940719889283,0.324082486512831,"GO:0016485","2/62","218/16896",2,"plat/ctsh"
"1229","intrinsic apoptotic signaling pathway","Biological Process",2.50014797277301,0.190574067433187,0.363940719889283,0.324082486512831,"GO:0097193","2/62","218/16896",2,"atp2a1l/hipk2"
"1230","regulation of receptor internalization","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0002090","1/62","58/16896",1,"drd2a"
"1231","head involution","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0008258","1/62","58/16896",1,"tec"
"1232","cysteine-type endopeptidase activator activity involved in apoptotic process","Molecular Function",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0008656","1/62","58/16896",1,"ctsh"
"1233","negative regulation of endothelial cell migration","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0010596","1/62","58/16896",1,"pparg"
"1234","apicolateral plasma membrane","Cellular Component",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0016327","1/62","58/16896",1,"magi1b"
"1235","central nervous system projection neuron axonogenesis","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0021952","1/62","58/16896",1,"zeb2a"
"1236","adrenal gland development","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0030325","1/62","58/16896",1,"pdgfra"
"1237","nuclear receptor coactivator activity","Molecular Function",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0030374","1/62","58/16896",1,"pparg"
"1238","substrate adhesion-dependent cell spreading","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0034446","1/62","58/16896",1,"lamb1b"
"1239","convergent extension","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0060026","1/62","58/16896",1,"pdgfra"
"1240","morphogenesis of an epithelial fold","Biological Process",4.69855394883204,0.192315717103051,0.363940719889283,0.324082486512831,"GO:0060571","1/62","58/16896",1,"bmp7b"
"1241","response to nutrient","Biological Process",1.98434074538052,0.192346542171272,0.363940719889283,0.324082486512831,"GO:0007584","3/62","412/16896",3,"alpl/LOC121904145/pparg"
"1242","negative regulation of proteolysis","Biological Process",1.98434074538052,0.192346542171272,0.363940719889283,0.324082486512831,"GO:0045861","3/62","412/16896",3,"plat/hipk2/serpine2"
"1243","lipid homeostasis","Biological Process",2.47741935483871,0.193231180251446,0.365320413186563,0.325311077901406,"GO:0055088","2/62","220/16896",2,"pparg/soat1"
"1244","regulation of epithelial cell proliferation","Biological Process",1.97475455820477,0.194212729235616,0.365390816078729,0.325373770376041,"GO:0050678","3/62","414/16896",3,"lamb1b/pparg/LOC121882333"
"1245","negative regulation of neuron apoptotic process","Biological Process",2.46620931250912,0.194561647740537,0.365390816078729,0.325373770376041,"GO:0043524","2/62","221/16896",2,"LOC121882333/hipk2"
"1246","imaginal disc-derived male genitalia development","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0007485","1/62","59/16896",1,"tec"
"1247","mesodermal cell migration","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0008078","1/62","59/16896",1,"ntn2"
"1248","actin polymerization or depolymerization","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0008154","1/62","59/16896",1,"prex1"
"1249","regulation of cardiac muscle cell apoptotic process","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0010665","1/62","59/16896",1,"LOC121889464"
"1250","regulation of development, heterochronic","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0040034","1/62","59/16896",1,"serpine2"
"1251","pyruvate biosynthetic process","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0042866","1/62","59/16896",1,"LOC121904145"
"1252","regulation of protein export from nucleus","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0046825","1/62","59/16896",1,"prkacab"
"1253","release of sequestered calcium ion into cytosol","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0051209","1/62","59/16896",1,"drd2a"
"1254","regulation of lyase activity","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0051339","1/62","59/16896",1,"drd2a"
"1255","response to monoamine","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:0071867","1/62","59/16896",1,"prkacab"
"1256","regulation of hematopoietic progenitor cell differentiation","Biological Process",4.61891744122471,0.195289729785057,0.365390816078729,0.325373770376041,"GO:1901532","1/62","59/16896",1,"pdgfra"
"1257","intracellular receptor signaling pathway","Biological Process",2.45510026155187,0.195893353759401,0.365937505035448,0.325860586790804,"GO:0030522","2/62","222/16896",2,"pparg/nr2e3"
"1258","endocrine system development","Biological Process",2.45510026155187,0.195893353759401,0.365937505035448,0.325860586790804,"GO:0035270","2/62","222/16896",2,"pdgfra/drd2a"
"1259","negative regulation of protein catabolic process","Biological Process",2.44409084333864,0.197226271880774,0.368011896735374,0.327707794270962,"GO:0042177","2/62","223/16896",2,"hipk2/serpine2"
"1260","chondroitin sulfate metabolic process","Biological Process",4.54193548387097,0.198252967698778,0.368011896735374,0.327707794270962,"GO:0030204","1/62","60/16896",1,"LOC121888618"
"1261","positive regulation of cytokinesis","Biological Process",4.54193548387097,0.198252967698778,0.368011896735374,0.327707794270962,"GO:0032467","1/62","60/16896",1,"drd2a"
"1262","cargo receptor activity","Molecular Function",4.54193548387097,0.198252967698778,0.368011896735374,0.327707794270962,"GO:0038024","1/62","60/16896",1,"colec12"
"1263","protein homotrimerization","Biological Process",4.54193548387097,0.198252967698778,0.368011896735374,0.327707794270962,"GO:0070207","1/62","60/16896",1,"col23a1a"
"1264","female sex differentiation","Biological Process",2.4331797235023,0.198560375848654,0.368011896735374,0.327707794270962,"GO:0046660","2/62","224/16896",2,"pdgfra/bmpr1bb"
"1265","negative regulation of viral process","Biological Process",2.4331797235023,0.198560375848654,0.368011896735374,0.327707794270962,"GO:0048525","2/62","224/16896",2,"fbln1/ptx3a"
"1266","MAPK cascade","Biological Process",1.95118946801139,0.198898571901932,0.368011896735374,0.327707794270962,"GO:0000165","3/62","419/16896",3,"pdgfra/ctsh/tec"
"1267","activation of immune response","Biological Process",1.95118946801139,0.198898571901932,0.368011896735374,0.327707794270962,"GO:0002253","3/62","419/16896",3,"colec12/prkacab/tec"
"1268","myofibril","Cellular Component",1.95118946801139,0.198898571901932,0.368011896735374,0.327707794270962,"GO:0030016","3/62","419/16896",3,"LOC121909097/acta2/atp2a1l"
"1269","gastrulation","Biological Process",1.94654377880184,0.199839156062107,0.368011896735374,0.327707794270962,"GO:0007369","3/62","420/16896",3,"bmp7b/lamb1b/prkacab"
"1270","ammonium ion metabolic process","Biological Process",2.42236559139785,0.199895639577434,0.368011896735374,0.327707794270962,"GO:0097164","2/62","225/16896",2,"drd2a/slc44a5b"
"1271","gastrulation with mouth forming first","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0001703","1/62","61/16896",1,"bmp7b"
"1272","response to amphetamine","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0001975","1/62","61/16896",1,"drd2a"
"1273","positive regulation of B cell mediated immunity","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0002714","1/62","61/16896",1,"si:ch73-22o12.1"
"1274","positive regulation of immunoglobulin mediated immune response","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0002891","1/62","61/16896",1,"si:ch73-22o12.1"
"1275","gastrulation involving germ band extension","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0010004","1/62","61/16896",1,"bmp7b"
"1276","oocyte microtubule cytoskeleton organization","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0016325","1/62","61/16896",1,"prkacab"
"1277","nuclear estrogen receptor binding","Molecular Function",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0030331","1/62","61/16896",1,"pparg"
"1278","positive regulation of nitric oxide biosynthetic process","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0045429","1/62","61/16896",1,"ptx3a"
"1279","negative regulation of blood pressure","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0045776","1/62","61/16896",1,"drd2a"
"1280","regulation of developmental pigmentation","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0048070","1/62","61/16896",1,"zeb2a"
"1281","regulation of long-term neuronal synaptic plasticity","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0048169","1/62","61/16896",1,"drd2a"
"1282","protein kinase A binding","Molecular Function",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0051018","1/62","61/16896",1,"prkacab"
"1283","trabecula morphogenesis","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0061383","1/62","61/16896",1,"bmp7b"
"1284","cell communication involved in cardiac conduction","Biological Process",4.46747752511898,0.201205469243247,0.368011896735374,0.327707794270962,"GO:0086065","1/62","61/16896",1,"prkacab"
"1285","stem cell division","Biological Process",2.4116471595775,0.201232037151045,0.368011896735374,0.327707794270962,"GO:0017145","2/62","226/16896",2,"nanos1/zeb2a"
"1286","biological process involved in interspecies interaction between organisms","Biological Process",1.93731845283596,0.201723663046335,0.368624112098667,0.328252960740045,"GO:0044419","3/62","422/16896",3,"ptx3a/si:ch73-22o12.1/hipk2"
"1287","peptidyl-tyrosine phosphorylation","Biological Process",2.40102316327981,0.20256954282209,0.369221758686003,0.328785153983326,"GO:0018108","2/62","227/16896",2,"pdgfra/tec"
"1288","negative regulation of transferase activity","Biological Process",1.92818015824711,0.203612557676758,0.369221758686003,0.328785153983326,"GO:0051348","3/62","424/16896",3,"bmp7b/prex1/pparg"
"1289","DNA-templated transcription, initiation","Biological Process",2.39049235993209,0.203908131010996,0.369221758686003,0.328785153983326,"GO:0006352","2/62","228/16896",2,"pparg/nr2e3"
"1290","gluconeogenesis","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:0006094","1/62","62/16896",1,"LOC121904145"
"1291","imaginal disc-derived genitalia development","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:0007484","1/62","62/16896",1,"tec"
"1292","potassium channel regulator activity","Molecular Function",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:0015459","1/62","62/16896",1,"drd2a"
"1293","modulation by symbiont of host process","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:0044003","1/62","62/16896",1,"hipk2"
"1294","regulation of axon extension involved in axon guidance","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:0048841","1/62","62/16896",1,"nr2e3"
"1295","chondroitin sulfate proteoglycan metabolic process","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:0050654","1/62","62/16896",1,"LOC121888618"
"1296","positive regulation of phagocytosis, engulfment","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:0060100","1/62","62/16896",1,"pparg"
"1297","positive regulation of nitric oxide metabolic process","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:1904407","1/62","62/16896",1,"ptx3a"
"1298","positive regulation of membrane invagination","Biological Process",4.39542143600416,0.204147272682922,0.369221758686003,0.328785153983326,"GO:1905155","1/62","62/16896",1,"pparg"
"1299","regulation of synaptic assembly at neuromuscular junction","Biological Process",2.38005352866601,0.20524777630516,0.369221758686003,0.328785153983326,"GO:0008582","2/62","229/16896",2,"bmp7b/nanos1"
"1300","plasma membrane signaling receptor complex","Cellular Component",2.38005352866601,0.20524777630516,0.369221758686003,0.328785153983326,"GO:0098802","2/62","229/16896",2,"calcrla/bmpr1bb"
"1301","peptidyl-tyrosine modification","Biological Process",2.36970546984572,0.206588453458102,0.369221758686003,0.328785153983326,"GO:0018212","2/62","230/16896",2,"pdgfra/tec"
"1302","positive regulation of Wnt signaling pathway","Biological Process",2.36970546984572,0.206588453458102,0.369221758686003,0.328785153983326,"GO:0030177","2/62","230/16896",2,"zeb2a/hipk2"
"1303",NA,NA,2.36970546984572,0.206588453458102,0.369221758686003,0.328785153983326,"GO:0044798","2/62","230/16896",2,"pparg/hipk2"
"1304","aspartate family amino acid metabolic process","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0009066","1/62","63/16896",1,"LOC121904145"
"1305","peptidase activator activity involved in apoptotic process","Molecular Function",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0016505","1/62","63/16896",1,"ctsh"
"1306","ATPase-coupled cation transmembrane transporter activity","Molecular Function",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0019829","1/62","63/16896",1,"atp2a1l"
"1307","neutrophil chemotaxis","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0030593","1/62","63/16896",1,"prex1"
"1308","regulation of cyclase activity","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0031279","1/62","63/16896",1,"drd2a"
"1309","response to morphine","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0043278","1/62","63/16896",1,"drd2a"
"1310","regulation of phosphatidylinositol 3-kinase activity","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0043551","1/62","63/16896",1,"pdgfra"
"1311","negative regulation of osteoblast differentiation","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0045668","1/62","63/16896",1,"gdf10a"
"1312","negative regulation of G protein-coupled receptor signaling pathway","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0045744","1/62","63/16896",1,"drd2a"
"1313","negative regulation of insulin secretion","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0046676","1/62","63/16896",1,"drd2a"
"1314","smooth muscle cell differentiation","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0051145","1/62","63/16896",1,"tmem204"
"1315","negative regulation of sequestering of calcium ion","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0051283","1/62","63/16896",1,"drd2a"
"1316","negative regulation of protein kinase B signaling","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0051898","1/62","63/16896",1,"drd2a"
"1317","cell differentiation involved in kidney development","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:0061005","1/62","63/16896",1,"acta2"
"1318","regulation of heart morphogenesis","Biological Process",4.32565284178187,0.20707841614815,0.369221758686003,0.328785153983326,"GO:2000826","1/62","63/16896",1,"bmp7b"
"1319","response to glucose","Biological Process",2.35944700460829,0.207930137388621,0.370178653684288,0.329637251298707,"GO:0009749","2/62","231/16896",2,"LOC121899291/prkacab"
"1320","positive regulation of stress-activated MAPK cascade","Biological Process",2.35944700460829,0.207930137388621,0.370178653684288,0.329637251298707,"GO:0032874","2/62","231/16896",2,"zeb2a/hipk2"
"1321","cellular response to peptide hormone stimulus","Biological Process",1.90570719602978,0.20835348882551,0.370651550900793,0.330058357532263,"GO:0071375","3/62","429/16896",3,"plat/prkacab/pparg"
"1322","positive regulation of stress-activated protein kinase signaling cascade","Biological Process",2.34927697441602,0.209272803179959,0.371329949920044,0.330662459324098,"GO:0070304","2/62","232/16896",2,"zeb2a/hipk2"
"1323","regulation of T cell mediated immunity","Biological Process",4.25806451612903,0.209998937635633,0.371329949920044,0.330662459324098,"GO:0002709","1/62","64/16896",1,"si:ch73-22o12.1"
"1324","peptidyl-tyrosine autophosphorylation","Biological Process",4.25806451612903,0.209998937635633,0.371329949920044,0.330662459324098,"GO:0038083","1/62","64/16896",1,"tec"
"1325","regulation of excretion","Biological Process",4.25806451612903,0.209998937635633,0.371329949920044,0.330662459324098,"GO:0044062","1/62","64/16896",1,"drd2a"
"1326","positive regulation of fat cell differentiation","Biological Process",4.25806451612903,0.209998937635633,0.371329949920044,0.330662459324098,"GO:0045600","1/62","64/16896",1,"pparg"
"1327","lung alveolus development","Biological Process",4.25806451612903,0.209998937635633,0.371329949920044,0.330662459324098,"GO:0048286","1/62","64/16896",1,"LOC121882333"
"1328","basement membrane organization","Biological Process",4.25806451612903,0.209998937635633,0.371329949920044,0.330662459324098,"GO:0071711","1/62","64/16896",1,"lamb1b"
"1329","positive regulation of phospholipid metabolic process","Biological Process",4.25806451612903,0.209998937635633,0.371329949920044,0.330662459324098,"GO:1903727","1/62","64/16896",1,"pdgfra"
"1330","regulation of multicellular organism growth","Biological Process",2.32919768403639,0.211960981495249,0.373246571668582,0.332369175577667,"GO:0040014","2/62","234/16896",2,"dio3a/drd2a"
