"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"4619","snRNA binding","Molecular Function",1.06777579778074,0.466237304393338,0.883330059060026,0.776999867698318,"GO:0017069","10/3106","43/14261",10,"LOC121889464/LOC121889097/snrpa/lsm7/LOC121887041/ncbp2/lsm4/ro60/snrpb/snrpd3l"
"4620","modulation by virus of host process","Biological Process",1.06777579778074,0.466237304393338,0.883330059060026,0.776999867698318,"GO:0019048","10/3106","43/14261",10,"mmp9/badb/hipk2/LOC121886572/LOC121894730/tgfb1a/hnrnpa1b/pabpn1/LOC121893682/rraga"
"4621","cerebellar cortex morphogenesis","Biological Process",1.06777579778074,0.466237304393338,0.883330059060026,0.776999867698318,"GO:0021696","10/3106","43/14261",10,"LOC121911895/serpine2/gli2a/gli1/atp2b2/roraa/LOC121903474/dla/coq8b/cacna1ab"
"4622",NA,NA,1.06777579778074,0.466237304393338,0.883330059060026,0.776999867698318,"GO:0051181","10/3106","43/14261",10,"tcn2/slc25a11/LOC121900424/slc5a6a/flvcr1/LOC121884683/LOC121882919/si:ch211-117c9.5/flvcr2a/abcb6a"
"4623","regulation of dauer larval development","Biological Process",1.06777579778074,0.466237304393338,0.883330059060026,0.776999867698318,"GO:0061065","10/3106","43/14261",10,"rgmd/prmt1/rgma/furina/ankmy2a/LOC121894132/LOC121892016/foxo3b/mstnb/ptenb"
"4624","positive regulation of leukocyte cell-cell adhesion","Biological Process",1.02339234594527,0.467038448587558,0.883330059060026,0.776999867698318,"GO:1903039","37/3106","166/14261",37,"has2/LOC121909219/prkcq/gli2a/cav1/LOC121913625/LOC121906491/adam8a/badb/xbp1/LOC121889734/hmgb1b/gli3/card11/syk/igfbp2a/selenok/dusp10/tgfb1a/LOC121887862/ptpn22/pik3r1/pnp5a/her6/LOC121889732/pak1/zbtb1/igf1/malt1/LOC121909299/LOC121889735/fadd/LOC121898195/cd44b/pik3ca/hspd1/rps3"
"4625","regulation of synapse organization","Biological Process",1.01087169662329,0.467119174683481,0.883330059060026,0.776999867698318,"GO:0050807","107/3106","486/14261",107,"nanos1/srpx2/thbs2a/acsl4a/pdlim5a/igdcc4/LOC121888899/bmp7b/itgb2/adgrl2a/drd2a/LOC121893956/dbn1/prkcaa/snta1/LOC121911917/capzb/slit1a/clstn1/mpp7a/LOC121885302/camk2b1/bmp5/itgb1a/abl1/acsl3a/dnm3b/celsr1a/map2k4a/spast/LOC121884384/furina/tenm3/fnbp1l/LOC121908729/LOC121880985/camk1b/LOC121911051/actb1/LOC121907292/arhgap17a/rapsn/LOC121900198/oxtrb/flrt3/LOC121907988/map1aa/caprin1a/arhgef15b/acsl3b/epha4l/ncam1b/si:dkey-87k14.1/rps6ka2/nedd4a/LOC121891899/LOC121892330/picalmb/LOC121898492/LOC121908560/LOC121882862/LOC121906711/katnal1/fzd9b/dbnlb/cdc42l/pak1/slitrk6/LOC121908160/LOC121900169/itgb3b/LOC121906858/ptk2aa/pacsin3/il10/waslb/lrp4/skp1/agrn/celsr2/ephb2b/vps35/wu:fc38h03/nfatc4/foxo3b/abhd17b/katna1/LOC121894610/ulk2/mcoln2/abl2/LOC121898374/ndufs7/LOC121903410/musk/LOC121900032/pik3ca/enah/nipa2/chd7/LOC121901076/scoca/spartb/ptenb/tsc2/LOC121880783/stau2"
"4626","regulation of dendrite development","Biological Process",1.01511338598543,0.468276317697572,0.883330059060026,0.776999867698318,"GO:0050773","65/3106","294/14261",65,"numbl/pdlim5a/LOC121911895/LOC121888899/palm1a/bmp7b/ptprfa/id1/dbn1/dlc1/sh3glb1a/sdc2/prex1/camk2b1/bmp5/dnm3b/neo1a/spast/LOC121909664/stard13b/furina/stxbp2/rab1ba/LOC121905803/nr3c1/sema4d/LOC121881849/camk1b/csmd3b/kif5ab/ache/LOC121908635/LOC121900188/caprin1a/epha4l/vldlr/nedd4a/LOC121891899/LOC121892330/sar1ab/pqbp1/LOC121911964/grnb/LOC121906858/plk2b/crtc1a/rapgef2b/ehmt1b/cobl/nfatc4/smad1/camk1db/frya/sec23a/nudc/llph/LOC121898374/LOC121899381/cdkl5/mapk6/LOC121901076/ptenb/tsc2/sec23b/stau2"
"4627","regulation of telomere maintenance","Biological Process",1.03853907950817,0.468496601192646,0.883330059060026,0.776999867698318,"GO:0032204","19/3106","84/14261",19,"prkcq/cct7/hnrnpa1b/aurkb/LOC121889408/parp1/sirt6/LOC121908128/slx1b/mre11a/fbxo4/LOC121905206/LOC121913056/stn1/hdac8/parn/map2k7/mapk3/dkc1"
"4628","positive regulation of mRNA metabolic process","Biological Process",1.03853907950817,0.468496601192646,0.883330059060026,0.776999867698318,"GO:1903313","19/3106","84/14261",19,"tob1b/thrap3a/hspa8b/LOC121882850/cnot6l/LOC121906115/paf1/mettl3/eif4a3/ncbp2/LOC121908274/snw1/nup98/samd4a/rc3h1b/thrap3b/sf3b4/LOC121884644/rbm24a"
"4629","organ or tissue specific immune response","Biological Process",1.08033786598992,0.468538057932029,0.883330059060026,0.776999867698318,"GO:0002251","8/3106","34/14261",8,"gli2a/LOC121890762/gli1/gli3/LOC121895902/LOC121886646/LOC121882030/rpl39"
"4630","regulation of vascular endothelial growth factor production","Biological Process",1.08033786598992,0.468538057932029,0.883330059060026,0.776999867698318,"GO:0010574","8/3106","34/14261",8,"ccbe1/hif1aa/eif2ak3/tgfb1a/roraa/ptgs2b/LOC121903474/sulf1"
"4631","hippo signaling","Biological Process",1.08033786598992,0.468538057932029,0.883330059060026,0.776999867698318,"GO:0035329","8/3106","34/14261",8,"ajuba/tead1b/dvl2/limd1a/LOC121910219/sav1/LOC121895267/amotl2a"
"4632","T cell proliferation","Biological Process",1.08033786598992,0.468538057932029,0.883330059060026,0.776999867698318,"GO:0042098","8/3106","34/14261",8,"itgb2/tp53/abl1/LOC121913498/elf1/malt1/ctps1a/rc3h1b"
"4633","positive regulation of telomerase activity","Biological Process",1.08033786598992,0.468538057932029,0.883330059060026,0.776999867698318,"GO:0051973","8/3106","34/14261",8,"prkcq/wrap53/aurkb/klf4/parn/map2k7/mapk3/dkc1"
"4634","regulation of protein activation cascade","Biological Process",1.08033786598992,0.468538057932029,0.883330059060026,0.776999867698318,"GO:2000257","8/3106","34/14261",8,"LOC121899156/clu/cd81a/LOC121910151/LOC121905020/pros1/phb/cpn1"
"4635","positive regulation of T cell activation","Biological Process",1.02356851952867,0.469181712841239,0.883330059060026,0.776999867698318,"GO:0050870","35/3106","157/14261",35,"LOC121909219/prkcq/gli2a/cav1/LOC121913625/LOC121906491/adam8a/badb/xbp1/LOC121889734/hmgb1b/gli3/card11/syk/igfbp2a/selenok/dusp10/tgfb1a/LOC121887862/ptpn22/pik3r1/pnp5a/her6/LOC121889732/pak1/zbtb1/igf1/malt1/LOC121909299/LOC121889735/fadd/LOC121898195/pik3ca/hspd1/rps3"
"4636","nucleobase-containing compound catabolic process","Biological Process",1.01167232366006,0.469231481894556,0.883330059060026,0.776999867698318,"GO:0034655","91/3106","413/14261",91,"gapdh/pfkma/nt5c1aa/ldha/prkag3b/eno3/LOC121909219/abce1/LOC121896982/thrap3a/apobec2b/gpib/LOC121882850/pgam1b/gmpr2/rpl34/LOC121882323/LOC121884840/cnot6l/LOC121884395/aldoab/pgm1/hmgb1b/LOC121906115/ampd3b/fhit/magoh/LOC121909093/apobec2a/mettl3/bpgm/rbm8a/exosc5/neil1/LOC121913310/rplp0/zgc:103586/lsm7/entpd1/eif4a3/pnp5a/ogg1/lsm1/gpia/LOC121898492/ncbp2/lsm4/wdr61/LOC121908274/skiv2l/ppie/ssb/LOC121883449/polr2d/nudt1/exosc7/dcps/pgk1/pabpn1/LOC121897564/itpa/adprm/rps25/rel/LOC121882940/mrto4/samd4a/LOC121887425/ada2a/pelo/dhx34/hk1/pgam2/dnase2/rpl5a/rpl36/parn/rc3h1b/gpx1b/ern2/thrap3b/pfkfb3/LOC121884644/gapdhs/rpl21/rpl35a/rps3/eno1a/LOC121900605/rpl39/LOC121900367"
"4637","guanyl-nucleotide exchange factor activity","Molecular Function",1.01388175120506,0.469945852436625,0.883330059060026,0.776999867698318,"GO:0005085","70/3106","317/14261",70,"pdgfra/LOC121911895/iqsec1a/plce1/angpt1/obscna/rgp1/LOC121910427/prex1/dennd2da/fgfr1a/camk2b1/LOC121887004/mcf2la/fgd4a/LOC121886250/sptb/egfra/LOC121903639/plekhg2/rgl1/LOC121882227/calm3a/si:dkey-82f1.1/LOC121903750/LOC121896717/fgf18a/LOC121883727/LOC121895760/hbegfa/dock10/LOC121907988/trappc1/arhgef15b/herc1/eif2b5/ncam1b/fgfr4/rapgef6/dock11/LOC121897406/fgfr2/LOC121883573/LOC121886663/ptk2aa/sptbn5/LOC121882009/rapgef2b/LOC121896205/plekhg5b/rin1b/LOC121905347/fgf5/kitb/dennd4a/LOC121910242/eif2b3/rcc1/dennd4c/LOC121892375/LOC121892100/actn2b/abr/LOC121898374/LOC121882695/sbf2/LOC121906882/arhgef1b/net1/LOC121880812"
"4638","immunological synapse","Cellular Component",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0001772","6/3106","25/14261",6,"prkcq/cd81a/card11/stx7l/LOC121907944/alcama"
"4639","regulation of antimicrobial peptide biosynthetic process","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0002805","6/3106","25/14261",6,"LOC121882400/parp1/ikbkb/grk6/grk4/birc2"
"4640","foregut morphogenesis","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0007440","6/3106","25/14261",6,"sox17/notch2/epb41l5/bmp4/LOC121903818/notch1a"
"4641","histone mRNA metabolic process","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0008334","6/3106","25/14261",6,"ncbp2/ssb/snrpb/snrpe/snrpf/snrpd3l"
"4642","TBP-class protein binding","Molecular Function",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0017025","6/3106","25/14261",6,"hmgb1b/ruvbl1/hnrnph1/LOC121882007/ruvbl2/gtf2b"
"4643","carbohydrate kinase activity","Molecular Function",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0019200","6/3106","25/14261",6,"pfkma/nagk/rbks/pomk/hk1/pfkfb3"
"4644","positive regulation of blood coagulation","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0030194","6/3106","25/14261",6,"serpine1/LOC121881170/LOC121891705/thbs1b/cd36/serpinf2a"
"4645","leg disc pattern formation","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0035223","6/3106","25/14261",6,"egfra/aebp2/lrp5/bmp4/LOC121892375/LOC121912203"
"4646","head segmentation","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0035287","6/3106","25/14261",6,"dbpb/aebp2/sp5a/LOC121911964/LOC121913726/LOC121912203"
"4647",NA,NA,1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0044130","6/3106","25/14261",6,"scd/cd36/il10/mcoln2/nr1h3/scdb"
"4648",NA,NA,1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0044146","6/3106","25/14261",6,"scd/cd36/il10/mcoln2/nr1h3/scdb"
"4649","regulation of regulatory T cell differentiation","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0045589","6/3106","25/14261",6,"nfatc2a/dusp10/tgfb1a/LOC121898195/cd44b/kat2a"
"4650","regulation of adenylate cyclase activity","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0045761","6/3106","25/14261",6,"palm1a/drd2a/plce1/cap2/timp2a/npy8ar"
"4651","negative regulation of centrosome cycle","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0046606","6/3106","25/14261",6,"cep152/fbxw7/skp1/LOC121883623/chmp2a/kat2a"
"4652","positive regulation of hormone biosynthetic process","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0046886","6/3106","25/14261",6,"dab2/porb/eif4e2rs1/hif1aa/igf1/LOC121894610"
"4653","mammary gland alveolus development","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0060749","6/3106","25/14261",6,"hif1aa/tnfrsf11a/ar/ddr1/LOC121892375/LOC121908996"
"4654","mammary gland lobule development","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:0061377","6/3106","25/14261",6,"hif1aa/tnfrsf11a/ar/ddr1/LOC121892375/LOC121908996"
"4655","positive regulation of hemostasis","Biological Process",1.10194462330972,0.470841846333029,0.883330059060026,0.776999867698318,"GO:1900048","6/3106","25/14261",6,"serpine1/LOC121881170/LOC121891705/thbs1b/cd36/serpinf2a"
"4656","xenobiotic metabolic process","Biological Process",1.04072547757029,0.471083143428457,0.883330059060026,0.776999867698318,"GO:0006805","17/3106","75/14261",17,"cdo1/porb/LOC121907641/mgst3a/ghra/LOC121898440/star/roraa/LOC121903474/LOC121898268/LOC121895651/LOC121908505/ephx1/pdcl/LOC121887943/LOC121903509/LOC121911603"
"4657","sensory perception of smell","Biological Process",1.04072547757029,0.471083143428457,0.883330059060026,0.776999867698318,"GO:0007608","17/3106","75/14261",17,"itgb2/drd2a/fzd2/pnpla7b/hspa8b/itga8/LOC121894558/itga6a/itgav/itgb1a/itga5/itga7/LOC121904493/itgb3b/LOC121894742/igf1/LOC121882410"
"4658","adenine nucleotide transmembrane transporter activity","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0000295","4/3106","16/14261",4,"si:dkey-251i10.1/slc25a5/slc25a4/LOC121900424"
"4659","endodermal cell fate specification","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0001714","4/3106","16/14261",4,"dvl2/nfe2l1b/sox17/LOC121908245"
"4660","positive regulation of antimicrobial peptide biosynthetic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0002807","4/3106","16/14261",4,"LOC121882400/parp1/ikbkb/birc2"
"4661","regulation of glomerular filtration","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0003093","4/3106","16/14261",4,"gas6/emp2/f2rl1.2/gja5a"
"4662","type B pancreatic cell development","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0003323","4/3106","16/14261",4,"bmp5/dla/bmp4/cdk6"
"4663","metallocarboxypeptidase activity","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0004181","4/3106","16/14261",4,"aebp1a/cpz/cpa6/cpn1"
"4664","alpha-mannosidase activity","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0004559","4/3106","16/14261",4,"man2b2/LOC121905377/man1a2/man2b1"
"4665","purine ribonucleotide transmembrane transporter activity","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0005346","4/3106","16/14261",4,"si:dkey-251i10.1/slc25a5/slc25a4/LOC121900424"
"4666","glycosylceramide metabolic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0006677","4/3106","16/14261",4,"b3galt2/st6galnac3/gba3/ugcg"
"4667","leukotriene metabolic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0006691","4/3106","16/14261",4,"mgst3a/syk/LOC121890139/LOC121890138"
"4668","negative regulation of epidermal growth factor-activated receptor activity","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0007175","4/3106","16/14261",4,"LOC121896445/LOC121884323/vps25/chmp6b"
"4669","negative regulation of adenylate cyclase activity","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0007194","4/3106","16/14261",4,"palm1a/drd2a/plce1/npy8ar"
"4670","eclosion","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0007562","4/3106","16/14261",4,"npas2/LOC121897921/clocka/polg"
"4671","eukaryotic initiation factor 4E binding","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0008190","4/3106","16/14261",4,"LOC121903950/angel1/LOC121898492/rbx1"
"4672","pyrimidine ribonucleotide biosynthetic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0009220","4/3106","16/14261",4,"uck2b/cmpk/ctps1a/tk2"
"4673","heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0015014","4/3106","16/14261",4,"LOC121905207/LOC121901833/ext1b/hs2st1b"
"4674","ether metabolic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0018904","4/3106","16/14261",4,"fasn/far1/ephx1/LOC121901282"
"4675","viral translation","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0019081","4/3106","16/14261",4,"denr/ssb/eif3g/mcts1"
"4676","cranial nerve structural organization","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0021604","4/3106","16/14261",4,"LOC121891214/sema3fb/dmd/plxna3"
"4677","hindbrain radial glia guided cell migration","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0021932","4/3106","16/14261",4,"itgb1a/rnf7/flna/LOC121884827"
"4678","COPII vesicle coat","Cellular Component",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0030127","4/3106","16/14261",4,"sar1ab/sec23a/pef1/sec23b"
"4679","nucleotide-activated protein kinase complex","Cellular Component",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0031588","4/3106","16/14261",4,"prkag3b/prkacab/prkab1b/LOC121908614"
"4680","regulation of response to extracellular stimulus","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0032104","4/3106","16/14261",4,"fasn/snw1/snai2/nenf"
"4681","regulation of response to nutrient levels","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0032107","4/3106","16/14261",4,"fasn/snw1/snai2/nenf"
"4682","negative regulation of hormone biosynthetic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0032353","4/3106","16/14261",4,"dkk3b/bmp5/gfi1aa/cacna1ab"
"4683","directional locomotion","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0033058","4/3106","16/14261",4,"LOC121896926/nav2a/gdf10a/nav3"
"4684","positive regulation of protein sumoylation","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0033235","4/3106","16/14261",4,"cdkn2a/b/ube2ib/LOC121887943/sumo2a"
"4685","negative regulation of catecholamine secretion","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0033604","4/3106","16/14261",4,"drd2a/entpd1/p2ry1/pdcl"
"4686","positive regulation of cell adhesion mediated by integrin","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0033630","4/3106","16/14261",4,"syk/itgb3b/LOC121904611/piezo1"
"4687","toll-like receptor 4 signaling pathway","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0034142","4/3106","16/14261",4,"itgb2/LOC121882400/tril/hmgb1b"
"4688","phosphatidylinositol 3-kinase regulator activity","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0035014","4/3106","16/14261",4,"pik3r3b/pik3r1/pik3r2/klf4"
"4689","TRIF-dependent toll-like receptor signaling pathway","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0035666","4/3106","16/14261",4,"tank/ikbkb/tlr3/fadd"
"4690",NA,NA,1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0042534","4/3106","16/14261",4,"LOC121896445/LOC121881170/thbs1b/il10"
"4691","lipoprotein transport","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0042953","4/3106","16/14261",4,"pparg/cd36/LOC121894735/lrp1ab"
"4692","lipoprotein localization","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0044872","4/3106","16/14261",4,"pparg/cd36/LOC121894735/lrp1ab"
"4693","purine ribonucleoside catabolic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0046130","4/3106","16/14261",4,"LOC121909219/gmpr2/pnp5a/ada2a"
"4694","pyrimidine ribonucleoside biosynthetic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0046132","4/3106","16/14261",4,"uck2b/cmpk/zgc:103586/ctps1a"
"4695","pyrimidine nucleoside catabolic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0046135","4/3106","16/14261",4,"nt5c1aa/apobec2b/apobec2a/zgc:103586"
"4696","tetrahydrofolate metabolic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0046653","4/3106","16/14261",4,"shmt2/aldh1l1/gart/mthfd1l"
"4697","pore complex assembly","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0046931","4/3106","16/14261",4,"badb/nup98/tmem33/LOC121911184"
"4698","GABA receptor binding","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0050811","4/3106","16/14261",4,"LOC121890155/LOC121913721/trak2/LOC121906882"
"4699","negative regulation of T cell receptor signaling pathway","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0050860","4/3106","16/14261",4,"elf1/ptpn22/ptpn2a/dusp22b"
"4700","negative regulation of cytosolic calcium ion concentration","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0051481","4/3106","16/14261",4,"ryr3/drd2a/got1/LOC121912900"
"4701","growth hormone receptor signaling pathway","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0060396","4/3106","16/14261",4,"stat3/ghra/pik3r1/ptk2aa"
"4702","cartilage morphogenesis","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0060536","4/3106","16/14261",4,"LOC121912251/LOC121907117/snai2/alcama"
"4703","clathrin-dependent endocytosis involved in vitellogenesis","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0061883","4/3106","16/14261",4,"sh3glb1a/dnm3b/LOC121912416/LOC121913501"
"4704","U2-type prespliceosome","Cellular Component",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0071004","4/3106","16/14261",4,"lsm7/prpf39/snrpb/sde2"
"4705","positive regulation of phospholipid biosynthetic process","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0071073","4/3106","16/14261",4,"acsl3a/xbp1/fabp3/acsl3b"
"4706","pre-mRNA intronic binding","Molecular Function",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0097157","4/3106","16/14261",4,"LOC121898580/snrpa/LOC121887119/rbm24a"
"4707","histone H3-K27 trimethylation","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0098532","4/3106","16/14261",4,"LOC121910777/LOC121909257/ezh1/LOC121909258"
"4708","tRNA 5'-end processing","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:0099116","4/3106","16/14261",4,"LOC121889226/ssb/hsd17b10/usp14"
"4709","regulation of receptor clustering","Biological Process",1.14785898261429,0.472789412152042,0.883330059060026,0.776999867698318,"GO:1903909","4/3106","16/14261",4,"tgfb1a/fzd9b/lrp4/musk"
"4710","phosphatidylinositol phosphate biosynthetic process","Biological Process",1.02985478813993,0.472958608677181,0.88345856457364,0.7771129044574,"GO:0046854","24/3106","107/14261",24,"pdgfra/LOC121910427/fgfr1a/egfra/pik3c3/pik3c2a/LOC121896717/fgf18a/LOC121883727/LOC121904131/hbegfa/pik3r3b/fgfr4/pik3r1/pi4k2b/fgfr2/pik3c2g/pik3r2/fgf5/LOC121894233/kitb/LOC121910242/LOC121892375/pik3ca"
"4711","response to amine","Biological Process",1.043508166013,0.473885072076584,0.884564904568738,0.778086069607849,"GO:0014075","15/3106","66/14261",15,"drd2a/ctsba/LOC121884384/arg2/calm3a/ache/oxtrb/cps1/dpysl2a/gldc/LOC121887238/dpysl2b/LOC121882009/ass1/trdmt1"
"4712","regulation of circadian sleep/wake cycle","Biological Process",1.043508166013,0.473885072076584,0.884564904568738,0.778086069607849,"GO:0042749","15/3106","66/14261",15,"drd2a/kcnk18/prkacab/hsp90aa1.1/acsbg2/LOC121909162/kcna4/ptger4b/LOC121896981/per3/npas2/LOC121897921/nr1h3/clocka/tsn"
"4713","face development","Biological Process",1.043508166013,0.473885072076584,0.884564904568738,0.778086069607849,"GO:0060324","15/3106","66/14261",15,"crispld2/pdgfra/LOC121911917/schip1/LOC121913625/LOC121882333/LOC121899333/jag1b/tgfb1a/aldh1a2/kat6a/sox3/chd7/sgpl1/mapk3"
"4714","positive regulation of protein polymerization","Biological Process",1.02031909565715,0.47410264139487,0.884564904568738,0.778086069607849,"GO:0032273","38/3106","171/14261",38,"LOC121909097/LOC121888899/iqgap2/lmod1b/vaspb/mapk8a/cav1/dnm3b/daam2/LOC121912469/cdc42ep3/wasf1/arl2/wasf3b/LOC121912416/LOC121880708/arpc5b/mapk8b/LOC121892330/LOC121894579/pak1/LOC121906858/pink1/arpc3/waslb/kirrel1a/LOC121912719/LOC121912819/LOC121905206/cdc42ep1a/arpc2/nup98/LOC121913056/LOC121907944/LOC121908627/arpc4/nav3/rps3"
"4715","response to tumor necrosis factor","Biological Process",1.01780599443632,0.474154136161192,0.884564904568738,0.778086069607849,"GO:0034612","45/3106","203/14261",45,"tnfrsf1a/has2/dbn1/LOC121908701/pck1/mmp9/LOC121905341/LOC121882400/pid1/rela/gpd1b/LOC121912188/LOC121895409/tnfrsfa/LOC121895707/roraa/ptgs2b/LOC121903474/tank/LOC121906924/entpd1/tnfrsf11a/krt18a.1/her6/LOC121892330/tmsb2/LOC121904884/LOC121906858/adamts12/ikbkb/LOC121904611/myod1/foxo3b/ass1/myog/LOC121900419/birc2/LOC121899381/tnfrsf19/map2k7/LOC121911871/mapk3/slka/rps3/LOC121895662"
"4716","regulation of cell cycle G2/M phase transition","Biological Process",1.01780599443632,0.474154136161192,0.884564904568738,0.778086069607849,"GO:1902749","45/3106","203/14261",45,"LOC121912895/LOC121888899/fhl1a/LOC121895359/tp53/LOC121898657/prkcq/LOC121895360/prkacab/LOC121909887/rcc2/cdkn2a/b/cep152/eif2ak3/cdk4/haus3/LOC121900498/prpf38a/tubb5/nop53/aurkb/atf5a/LOC121892054/cdk6/hmga2/skp1/LOC121883623/tpx2/haus4/cep41/tubb2b/mre11a/znf830/pbx1a/sfi1/hmmr/LOC121896849/LOC121900388/ier3/haus6/dynll1/LOC121880729/rbx1/taok3a/smarcd3b"
