"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"6471","tricarboxylic acid cycle enzyme complex","Cellular Component",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0045239","4/3369","19/14261",4,"idh3a/ogdhb/suclg1/suclg2"
"6472","circadian sleep/wake cycle, sleep","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0050802","4/3369","19/14261",4,"fxr1/fxr2/prkacab/star"
"6473","synapse maturation","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0060074","4/3369","19/14261",4,"palm1a/ube2na/LOC121911346/ptenb"
"6474","negative regulation of necrotic cell death","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0060547","4/3369","19/14261",4,"cav1/birc2/rbck1/casp8"
"6475","negative regulation of miRNA-mediated gene silencing","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0060965","4/3369","19/14261",4,"tgfb1a/pparg/LOC121913674/LOC121889326"
"6476","synaptic vesicle budding","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0070142","4/3369","19/14261",4,"dnm3b/fxr1/fxr2/LOC121898383"
"6477","adrenergic receptor signaling pathway","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0071875","4/3369","19/14261",4,"adra1d/LOC121884114/rapgef2b/adra2b"
"6478","adenylate cyclase-activating adrenergic receptor signaling pathway","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:0071880","4/3369","19/14261",4,"adra1d/LOC121884114/rapgef2b/adra2b"
"6479","regulation of mitochondrial membrane permeability involved in apoptotic process","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:1902108","4/3369","19/14261",4,"eya2/rhot1a/badb/LOC121884400"
"6480","negative regulation of nitric oxide metabolic process","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:1904406","4/3369","19/14261",4,"cav1/LOC121891066/gla/dynll1"
"6481","regulation of female gonad development","Biological Process",0.891159331989814,0.690085827427685,0.940948689550757,0.764514155366576,"GO:2000194","4/3369","19/14261",4,"wt1b/bmp4/insra/LOC121894002"
"6482","protein dephosphorylation","Biological Process",0.950266838703425,0.692472220645394,0.942484648806416,0.765762111398672,"GO:0006470","55/3369","245/14261",55,"eya2/ctdsp2/ptprub/ppm1la/ppp2r5ca/LOC121897263/plpp1a/dusp8a/camk2g2/ppm1h/LOC121891993/ptprea/ptprsa/LOC121908675/plpp2b/LOC121894315/LOC121903406/dlgap5/cdc14b/LOC121889567/pptc7a/ppm1aa/ptpn2a/LOC121889326/ppp1r3db/plpp3/tpte/LOC121888854/LOC121886691/ppp2r5a/LOC121912254/LOC121895188/ptprt/si:ch211-203d1.3/LOC121900989/ptpn13/ctdp1/ptpn9a/ptpn11a/ptpn2b/LOC121883517/LOC121907944/LOC121893746/mtmr1a/ptpn1/ppp2r5eb/phlpp1/pdp2/ppp5c/fbxw11a/LOC121909077/ptenb/ppp2r3a/dusp5/ptprk"
"6483","mucosal immune response","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0002385","7/3369","33/14261",7,"gli2a/mapk14b/smo/mapk14a/gli3/LOC121885318/gna11b"
"6484","protein demethylation","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0006482","7/3369","33/14261",7,"LOC121912092/kdm2ba/LOC121892167/LOC121886920/ube2b/kdm7aa/kdm1a"
"6485","protein dealkylation","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0008214","7/3369","33/14261",7,"LOC121912092/kdm2ba/LOC121892167/LOC121886920/ube2b/kdm7aa/kdm1a"
"6486","retina layer formation","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0010842","7/3369","33/14261",7,"sdk2b/fjx1/hipk2/rp2/arl6/atp8a2/ahi1"
"6487","cell proliferation in forebrain","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0021846","7/3369","33/14261",7,"wnt7aa/fgfr2/zeb2b/zeb2a/igf2bp1/tacc3/gli3"
"6488","maintenance of apical/basal cell polarity","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0035090","7/3369","33/14261",7,"llgl1/pals1a/prkci/wdr1/prkab1b/hspg2/LOC121895481"
"6489","dorsal closure, amnioserosa morphology change","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0046664","7/3369","33/14261",7,"LOC121908160/LOC121906032/LOC121900032/ctnna1/LOC121887622/LOC121913501/LOC121883559"
"6490","response to misfolded protein","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0051788","7/3369","33/14261",7,"clu/pomt2/sdf2/rnf5/rnf185/sdf2l1/LOC121904353"
"6491","auditory receptor cell development","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0060117","7/3369","33/14261",7,"slitrk6/LOC121910695/triobpb/LOC121912405/atp2b2/myo3b/tmem132e"
"6492","presynaptic membrane organization","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0097090","7/3369","33/14261",7,"LOC121897527/tenm3/LOC121911346/LOC121906955/nrxn2b/furina/ptenb"
"6493","ligand-gated calcium channel activity","Molecular Function",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:0099604","7/3369","33/14261",7,"LOC121909672/pkd2/LOC121909650/stim1a/LOC121905499/tpcn1/grik2"
"6494","negative regulation of ATP metabolic process","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:1903579","7/3369","33/14261",7,"pid1/stat3/LOC121903551/ddit4/ier3/LOC121891924/ppiaa"
"6495","negative regulation of TORC1 signaling","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:1904262","7/3369","33/14261",7,"sesn2/ppp2r5ca/LOC121894026/stk11/akt1/tsc1b/ptenb"
"6496","positive regulation of T cell migration","Biological Process",0.897910539050343,0.69281207181696,0.942484648806416,0.765762111398672,"GO:2000406","7/3369","33/14261",7,"adam8a/itgb3a/cxcl12b/med23/wnt5a/LOC121906050/LOC121907218"
"6497","phosphoprotein phosphatase activity","Molecular Function",0.947111116532554,0.694493808543214,0.944627025719005,0.767502777488113,"GO:0004721","49/3369","219/14261",49,"eya2/ctdsp2/ptprub/ppm1la/LOC121897263/dusp8a/camk2g2/ppm1h/LOC121891993/ptprea/ptprsa/LOC121908675/plpp2b/LOC121894315/LOC121903406/dlgap5/cdc14b/LOC121889567/pptc7a/ppm1aa/ptpn2a/LOC121889326/ppp1r3db/plpp3/tpte/LOC121888854/LOC121886691/ppp2r5a/LOC121912254/ptprt/si:ch211-203d1.3/LOC121900989/ptpn13/ctdp1/ptpn9a/ptpn11a/ptpn2b/LOC121883517/LOC121907944/LOC121893746/mtmr1a/ptpn1/phlpp1/pdp2/ppp5c/LOC121909077/ptenb/dusp5/ptprk"
"6498","positive regulation of NF-kappaB transcription factor activity","Biological Process",0.937511579123513,0.695300497846937,0.945578716447119,0.768276019473839,"GO:0051092","33/3369","149/14261",33,"clu/itgb2/adam8a/tnfrsf11a/tgfb1a/rela/lrrfip1a/LOC121898567/cat/ror1/tnfb/prkci/LOC121908417/LOC121900113/tgfbr3/cd36/nfkb1/malt1/trim13/nod1/wnt5a/ripk4/LOC121911546/prkcq/mid2/capn3b/psma6a/rbck1/eif2ak2/LOC121906050/LOC121912066/dhx33/LOC121907218"
"6499","transition metal ion homeostasis","Biological Process",0.933261347674372,0.695516014128806,0.94572626817299,0.768395904207544,"GO:0055076","28/3369","127/14261",28,"hsp90b1/aplp2/tfr1b/LOC121910835/aco1/LOC121898686/LOC121907095/flvcr1/ccdc22/slc39a1/slc40a1/hjv/picalma/fech/LOC121909478/slc22a17/LOC121909481/LOC121909480/hif1aa/atp6ap1b/gdf2/trpm3/LOC121881381/neo1a/fbxl5/htt/bmp6/LOC121907218"
"6500","core promoter sequence-specific DNA binding","Molecular Function",0.911724547343425,0.699923764653405,0.951119973441045,0.772778251590664,"GO:0001046","14/3369","65/14261",14,"esr2b/ubtf/nr1d2a/irf7/sars1/nrip1b/stat1a/fosab/sox4b/LOC121887119/nr1d2b/roraa/hsf2/cebpb"
"6501","negative regulation of cell fate commitment","Biological Process",0.911724547343425,0.699923764653405,0.951119973441045,0.772778251590664,"GO:0010454","14/3369","65/14261",14,"loxl3b/smad6b/sall3a/LOC121894409/rps6ka1/hoxc9a/hoxd9a/LOC121883610/LOC121907338/casz1/rps6ka2/LOC121911917/notch2/LOC121903892"
"6502","regulation of circadian sleep/wake cycle, sleep","Biological Process",0.911724547343425,0.699923764653405,0.951119973441045,0.772778251590664,"GO:0045187","14/3369","65/14261",14,"drd2a/prkacab/ada/homer2/npas2/per3/LOC121892156/kcnk18/LOC121909162/LOC121894833/nr1h3/prkacbb/LOC121912066/LOC121886601"
"6503","cadherin binding","Molecular Function",0.907072891489632,0.70011136814257,0.951119973441045,0.772778251590664,"GO:0045296","12/3369","56/14261",12,"ndrg1a/ctnnd1/iqsec1a/LOC121895760/LOC121910695/cdh10a/ctnna1/ctnnb1/LOC121887276/ptprt/LOC121906769/neo1a"
"6504","DNA alkylation","Biological Process",0.900639750415238,0.701671892781802,0.951119973441045,0.772778251590664,"GO:0006305","10/3369","47/14261",10,"dnmt1/hells/ctcf/atrx/fosab/kmt2a/LOC121908578/bmi1a/ehmt1b/mta2"
"6505","DNA methylation","Biological Process",0.900639750415238,0.701671892781802,0.951119973441045,0.772778251590664,"GO:0006306","10/3369","47/14261",10,"dnmt1/hells/ctcf/atrx/fosab/kmt2a/LOC121908578/bmi1a/ehmt1b/mta2"
"6506","germarium-derived oocyte fate determination","Biological Process",0.900639750415238,0.701671892781802,0.951119973441045,0.772778251590664,"GO:0007294","10/3369","47/14261",10,"cpeb1b/fxr1/ndel1b/fxr2/mark1/mark2b/LOC121896087/prkci/LOC121881354/capza1a"
"6507","larval locomotory behavior","Biological Process",0.900639750415238,0.701671892781802,0.951119973441045,0.772778251590664,"GO:0008345","10/3369","47/14261",10,"fxr1/prelid3b/fxr2/capn2b/capn1/nr1h3/ehmt1b/capn3b/tardbpb/LOC121896316"
"6508","positive regulation of necrotic cell death","Biological Process",0.900639750415238,0.701671892781802,0.951119973441045,0.772778251590664,"GO:0010940","10/3369","47/14261",10,"picalma/capn2b/capn1/LOC121908561/LOC121908247/COX2/ehd3/LOC121898383/capn3b/LOC121890155"
"6509","negative regulation of signaling receptor activity","Biological Process",0.900639750415238,0.701671892781802,0.951119973441045,0.772778251590664,"GO:2000272","10/3369","47/14261",10,"LOC121892221/LOC121880577/esr2b/lrpap1/med13a/errfi1a/ephb2b/LOC121911917/cblb/ptenb"
"6510","autophagosome membrane","Cellular Component",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0000421","5/3369","24/14261",5,"atg16l1/pik3c3/entpd4/map1lc3b/LOC121890155"
"6511","positive regulation of acute inflammatory response","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0002675","5/3369","24/14261",5,"adam8a/ptgs2b/tnfrsf11a/pla2g4ab/tnfb"
"6512","positive regulation of striated muscle cell apoptotic process","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0010663","5/3369","24/14261",5,"LOC121889464/fbxo32/mapk8a/LOC121904676/ptenb"
"6513","positive regulation of cardiac muscle cell apoptotic process","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0010666","5/3369","24/14261",5,"LOC121889464/fbxo32/mapk8a/LOC121904676/ptenb"
"6514","second mitotic wave involved in compound eye morphogenesis","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0016330","5/3369","24/14261",5,"jag2b/LOC121888899/egfra/notch2/afdna"
"6515","leading edge cell differentiation","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0035026","5/3369","24/14261",5,"dab2/LOC121906032/bmp4/LOC121883559/LOC121895481"
"6516","regulation of cellular carbohydrate catabolic process","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0043471","5/3369","24/14261",5,"ulk2/avpr1aa/pygmb/LOC121888854/hmgb1a"
"6517","negative regulation of JUN kinase activity","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0043508","5/3369","24/14261",5,"sfrp5/rsu1/mapk8a/pdcd4b/gsk3ba"
"6518","motile cilium assembly","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0044458","5/3369","24/14261",5,"llgl2/e2f4/ift57/mks1/dynll1"
"6519",NA,NA,0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0044766","5/3369","24/14261",5,"cav1/xpo1b/LOC121890872/LOC121885369/xpo1a"
"6520","regulation of neurotransmitter uptake","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0051580","5/3369","24/14261",5,"drd2a/arl6ip1/tnfb/atp1a2a/sept2"
"6521","negative regulation of post-transcriptional gene silencing","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0060149","5/3369","24/14261",5,"tgfb1a/pparg/LOC121913674/LOC121889326/eri1"
"6522","positive regulation of transcription initiation from RNA polymerase II promoter","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:0060261","5/3369","24/14261",5,"wnt10b/LOC121892156/sec13/psmc4/irf8"
"6523","positive regulation of protein localization to synapse","Biological Process",0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:1902474","5/3369","24/14261",5,"wnt7aa/wnt5a/LOC121885318/gna11b/wasf2"
"6524",NA,NA,0.881876422281587,0.702173441974581,0.951119973441045,0.772778251590664,"GO:1902579","5/3369","24/14261",5,"cav1/xpo1b/LOC121890872/LOC121885369/xpo1a"
"6525","brush border","Cellular Component",0.929196620550355,0.702583748975896,0.951529898804597,0.773111313049338,"GO:0005903","27/3369","123/14261",27,"LOC121903639/actn1/LOC121910053/add3b/LOC121907095/rapgef3/flna/mfsd10/LOC121912188/LOC121906032/pth1r/LOC121906858/dab1a/flii/ezrb/LOC121893985/cd36/add3a/pcmt/ddi2/capza1a/snx5/capzb/b4galt1l/LOC121883559/atp6v1ba/pleca"
"6526","regulation of receptor signaling pathway via STAT","Biological Process",0.9345599488075,0.704607819376349,0.952574417229137,0.773959976881884,"GO:1904892","34/3369","154/14261",34,"bgnb/kitb/stat3/dcn/cdk4/cav1/flrt3/igf2bp3/crlf1a/jak2a/ubap2a/socs3a/prdx4/dab1a/LOC121905429/ptpn2a/LOC121882210/igf2bp1/clcf1/ghra/LOC121898741/lrrc15/ptpn2b/cdk2/ccnd2a/akr1b1.2/crlf3/LOC121901722/bcl3/parp14rs4/ptpn1/LOC121900515/cdk6/LOC121881849"
"6527","positive regulation of defense response to virus by host","Biological Process",0.891159331989814,0.705525738579773,0.952574417229137,0.773959976881884,"GO:0002230","8/3369","38/14261",8,"stat5a/stat1a/sin3aa/sting1/nfkb1/LOC121911546/LOC121906050/LOC121891244"
"6528","cytokine production involved in immune response","Biological Process",0.891159331989814,0.705525738579773,0.952574417229137,0.773959976881884,"GO:0002367","8/3369","38/14261",8,"gas6/kitb/LOC121913639/LOC121913642/LOC121913640/LOC121907944/inavab/sirt1"
"6529","somatic diversification of immune receptors via germline recombination within a single locus","Biological Process",0.891159331989814,0.705525738579773,0.952574417229137,0.773959976881884,"GO:0002562","8/3369","38/14261",8,"tcf7/msh6/hmgb2a/msh2/exosc3/prkdc/hmgb1a/atad5a"
"6530","positive regulation of hippo signaling","Biological Process",0.891159331989814,0.705525738579773,0.952574417229137,0.773959976881884,"GO:0035332","8/3369","38/14261",8,"si:dkey-192l18.9/dlg5a/matk/LOC121886476/frmd6/wwc3/LOC121906481/map4k5"
"6531","heme metabolic process","Biological Process",0.891159331989814,0.705525738579773,0.952574417229137,0.773959976881884,"GO:0042168","8/3369","38/14261",8,"LOC121907641/alas1/fech/LOC121908505/alad/atp5if1b/LOC121895901/LOC121881381"
"6532","cell projection membrane","Cellular Component",0.953045396711329,0.707344593242621,0.952574417229137,0.773959976881884,"GO:0031253","77/3369","342/14261",77,"fscn1a/LOC121895103/drd2a/cd44b/LOC121906491/LOC121897829/clic2/LOC121887264/palm1a/LOC121897830/gpia/wls/LOC121908668/LOC121893761/LOC121913306/pkd2/jag2b/vaspb/itgb3a/robo1/ptch1/LOC121907095/rapgef3/LOC121911171/LOC121907988/pip5k1bb/napepld/LOC121909664/mfsd10/LOC121912188/dysf/LOC121893762/pth1r/prkcaa/grk4/smo/ezrb/syne2b/dpp4/kank1a/itgav/LOC121898374/LOC121911291/ctnnb1/LOC121896885/pip5k1ca/cd36/myofl/kcnc2/LOC121894833/pcmt/macf1a/LOC121891899/LOC121910149/clic4/psd2/plek/atp2b1a/LOC121894610/ehd3/tiam1a/sgce/trpc1/insra/arl6/LOC121895767/LOC121907944/sept2/myo3b/LOC121906769/gnat2/dlc1/neo1a/slc26a2/LOC121894002/b4galt1l/trpv4"
"6533","regulation of response to drug","Biological Process",0.930661075429079,0.708041788832403,0.952574417229137,0.773959976881884,"GO:2001023","31/3369","141/14261",31,"drd2a/met/pde8a/LOC121896717/lrrk2/cxcl12b/arl6ip1/tnfb/pycr1b/LOC121912252/kmt2a/mef2cb/pycr1a/bmp4/LOC121905190/hspa8b/atp1a2a/ptpn11a/LOC121885318/arg2/endog/LOC121911706/sept2/rack1/LOC121911051/gna11b/sncgb/LOC121911850/LOC121893905/sirt1/LOC121895481"
"6534","xenobiotic transmembrane transport","Biological Process",0.924858634460017,0.709865256934184,0.952574417229137,0.773959976881884,"GO:0006855","26/3369","119/14261",26,"LOC121905827/abcc3/snta1/slc1a3a/slc1a4/mfsd10/LOC121912188/sntb2/slc52a3/LOC121908823/LOC121909098/slc25a29/LOC121901498/slc25a1b/slc6a8/slc25a18/slc25a22a/slc38a7/slc52a2/stra6l/slc26a2/ralbp1/slc25a25a/slc25a55a/LOC121908406/slc25a15b"
"6535","regulation of RNA stability","Biological Process",0.931261501929356,0.710794252913807,0.952574417229137,0.773959976881884,"GO:0043487","33/3369","150/14261",33,"vegfab/axin2/igf2bp3/thrap3a/xpo1b/LOC121909171/xrn1/zfp36l2/mapk14b/prkcaa/LOC121904692/vegfaa/igf2bp1/LOC121882496/LOC121913994/apex1/LOC121882923/hspa8b/exosc3/LOC121898492/serbp1a/LOC121891953/mapk14a/akt1/pum1/LOC121893598/LOC121913378/LOC121894836/heatr1/tardbpb/xpo1a/ywhaba/LOC121901491"
"6536","regulation of histone acetylation","Biological Process",0.907072891489632,0.711323270577131,0.952574417229137,0.773959976881884,"GO:0035065","15/3369","70/14261",15,"LOC121908571/tgfb1a/rcor2/ctcf/mapk3/LOC121904692/kmt2a/sin3aa/gata2a/LOC121912626/l3mbtl2/cebpb/sirt1/cfdp1/LOC121881849"
"6537","organelle disassembly","Biological Process",0.91090020326807,0.711682087652625,0.952574417229137,0.773959976881884,"GO:1903008","17/3369","79/14261",17,"cdkn2a/b/sesn2/retreg1/capn10/mark2b/klc1a/LOC121903406/spast/LOC121883588/fis1/hspa9/wipi2/abce1/cdk1/atg4c/map1lc3b/LOC121890155"
"6538","innate immune response activating cell surface receptor signaling pathway","Biological Process",0.89544375185515,0.713507563585772,0.952574417229137,0.773959976881884,"GO:0002220","11/3369","52/14261",11,"pak1/prkacab/rela/plcg2/nfkb1/malt1/LOC121885369/prkacbb/LOC121911546/pdpk1b/LOC121894002"
"6539","glycolytic process","Biological Process",0.89544375185515,0.713507563585772,0.952574417229137,0.773959976881884,"GO:0006096","11/3369","52/14261",11,"LOC121909824/gpia/ldha/LOC121884840/adpgk/pfkpa/pgm1/hk1/aldoab/suclg1/pgk1"
"6540","alpha-beta T cell activation","Biological Process",0.89544375185515,0.713507563585772,0.952574417229137,0.773959976881884,"GO:0046631","11/3369","52/14261",11,"stat3/tgfb1a/tcf7/LOC121885605/gadd45ga/LOC121891771/roraa/abl1/hmgb1a/bcl3/cebpb"
"6541","regulation of cellular response to heat","Biological Process",0.89544375185515,0.713507563585772,0.952574417229137,0.773959976881884,"GO:1900034","11/3369","52/14261",11,"mapk3/rpa3/hspb8/rpa1/atr/hspa8b/rpa2/bag5/sirt1/LOC121888303/gsk3ba"
"6542","tropomyosin binding","Molecular Function",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0005523","6/3369","29/14261",6,"actn1/tmod1/cald1a/lmod3/lmod1b/LOC121906050"
"6543","response to herbicide","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0009635","6/3369","29/14261",6,"alas1/star/alad/LOC121895901/arg2/hsf2"
"6544","detection of temperature stimulus","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0016048","6/3369","29/14261",6,"cxcl12b/mfsd6a/LOC121894833/LOC121888930/tubg1/lxn"
"6545",NA,NA,0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0017091","6/3369","29/14261",6,"rbms3/cpeb1b/zfp36l2/cpeb2/LOC121893598/LOC121901491"
"6546","spinal cord dorsal/ventral patterning","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0021513","6/3369","29/14261",6,"gli2a/smo/capn2b/capn1/gli3/capn3b"
"6547","positive regulation of interferon-beta production","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0032728","6/3369","29/14261",6,"hmgb2a/irf7/LOC121908417/riok3/flot1b/hmgb1a"
"6548","response to type I interferon","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0034340","6/3369","29/14261",6,"shmt2/irf7/stat1a/irf9/ifi35/irf8"
"6549","CD4-positive, alpha-beta T cell differentiation","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0043367","6/3369","29/14261",6,"stat3/tgfb1a/gadd45ga/roraa/hmgb1a/bcl3"
"6550","compound eye retinal cell programmed cell death","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0046667","6/3369","29/14261",6,"dnm3b/kirrel3l/prkci/ctnnb1/LOC121889412/notch2"
"6551","cell-cell signaling involved in cardiac conduction","Biological Process",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0086019","6/3369","29/14261",6,"ank2b/cacna1c/LOC121891211/trpm4a/LOC121880591/gja1b"
"6552","cytoplasmic side of endoplasmic reticulum membrane","Cellular Component",0.875794515921024,0.713578747489758,0.952574417229137,0.773959976881884,"GO:0098554","6/3369","29/14261",6,"pkd2/dnajb2/use1/ptpn1/rpsa/hm13"
"6553","tRNA processing","Biological Process",0.916424158412206,0.713935491844427,0.952574417229137,0.773959976881884,"GO:0008033","21/3369","97/14261",21,"nfs1/trmt44/sars1/c9h9orf64/trmt10a/yrdc/trmt10b/trmo/pus1/trnt1/rpp21/elp1/tsen54/trmt13/ddx1/mocs3/tsen34/aars2/rpp40/kars1/usp14"
"6554","ribonucleoside triphosphate biosynthetic process","Biological Process",0.918482613395162,0.715549663478737,0.952574417229137,0.773959976881884,"GO:0009201","23/3369","106/14261",23,"LOC121909824/LOC121909219/ckba/tgfb1a/gpia/ldha/LOC121884840/LOC121885605/adpgk/ctps1a/pfkpa/atp6v0a1a/pgm1/LOC121891771/hk1/cad/aldoab/atp5fa1/LOC121887638/atp5f1c/suclg1/LOC121908406/pgk1"
"6555","ciliary basal body-plasma membrane docking","Biological Process",0.918482613395162,0.715549663478737,0.952574417229137,0.773959976881884,"GO:0097711","23/3369","106/14261",23,"LOC121912895/LOC121880729/prkacab/sfi1/LOC121888899/cep76/LOC121895360/ywhag2/LOC121898657/tmem216/pcnt/cdk1/haus2/ahi1/mks1/ttbk2b/nek2/mark4b/cep63/tubg1/LOC121891815/tubb5/dynll1"
"6556",NA,NA,0.885978173082897,0.717206654285613,0.952574417229137,0.773959976881884,"GO:0051181","9/3369","43/14261",9,"slc25a21/slc23a2/flvcr1/tcn2/slc22a17/slc33a1/slc25a29/slc6a8/ppt1"
"6557","excitatory synapse","Cellular Component",0.885978173082897,0.717206654285613,0.952574417229137,0.773959976881884,"GO:0060076","9/3369","43/14261",9,"met/dbn1/LOC121906858/LOC121908502/fgfr2/srpx2/baiap2a/cyfip1/LOC121909077"
"6558","toxin transport","Biological Process",0.885978173082897,0.717206654285613,0.952574417229137,0.773959976881884,"GO:1901998","9/3369","43/14261",9,"cct7/nrp1a/LOC121894315/lrp6/cct3/atp6v0a1a/vamp4/cct4/cct6a"
"6559","regulation of T cell migration","Biological Process",0.885978173082897,0.717206654285613,0.952574417229137,0.773959976881884,"GO:2000404","9/3369","43/14261",9,"adam8a/LOC121905749/itgb3a/cxcl12b/lrch1/med23/wnt5a/LOC121906050/LOC121907218"
"6560","polyol metabolic process","Biological Process",0.920218875424265,0.717372700781812,0.952574417229137,0.773959976881884,"GO:0019751","25/3369","115/14261",25,"LOC121888073/qdpra/plcd1b/plce1/plcd4b/sptlc2b/pck1/impa2/LOC121892171/plpp1a/plcg2/LOC121911885/LOC121912900/got1/inpp1/itpkb/itpkcb/plcb3/akr1b1.2/nudt4a/slc5a3b/fgf2/LOC121880811/inpp5b/ptenb"
"6561","perikaryon","Cellular Component",0.92298645098945,0.721436315609673,0.952574417229137,0.773959976881884,"GO:0043204","29/3369","133/14261",29,"drd2a/glulb/ckmt1/ctsla/lrrk2/epha4l/esr2b/pde10a/rps6ka1/neurl1aa/map2k1/mapk8a/LOC121910801/kcnc2/rps6ka2/pcmt/map2k4a/hspa8b/LOC121894610/LOC121891953/bdnf/anxa5b/grik2/endog/gjc2/pdpk1b/cacna1ha/slc5a7a/ppp5c"
"6562","protein localization to synapse","Biological Process",0.903041456416345,0.721987342058867,0.952574417229137,0.773959976881884,"GO:0035418","16/3369","75/14261",16,"LOC121888073/snx2/nid1a/impa2/picalma/klc1a/snx1a/vps35/baiap2a/rapsn/ric1/LOC121911346/LOC121902437/nid2a/nrxn2b/LOC121887945"
"6563","COPII-coated vesicle budding","Biological Process",0.903041456416345,0.721987342058867,0.952574417229137,0.773959976881884,"GO:0090114","16/3369","75/14261",16,"ctsz/f5/pef1/sec24d/pdcd6/mcfd2/LOC121894388/ctsc/sec13/LOC121912073/sar1ab/trappc1/rab1ba/sec24c/sec22bb/tmed10"
"6564","regulation of DNA recombination","Biological Process",0.907072891489632,0.722086031841728,0.952574417229137,0.773959976881884,"GO:0000018","18/3369","84/14261",18,"tgfb1a/tfr1b/fign/msh6/LOC121909478/ncapd3/LOC121909481/ube2b/LOC121909480/msh2/mms19/ncapd2/bcl6aa/clcf1/rpa2/exosc3/atad5a/kdm1a"
"6565","regulation of translational initiation","Biological Process",0.907072891489632,0.722086031841728,0.952574417229137,0.773959976881884,"GO:0006446","18/3369","84/14261",18,"fech/eif4g2b/paip2b/tnfb/eif5b/rxraa/impact/LOC121889134/raraa/nck2a/eif4ebp2/LOC121898492/LOC121891953/LOC121911051/ddx1/eif2ak2/eif3jb/eif4ebp3l"
"6566","regulation of circadian sleep/wake cycle","Biological Process",0.897910539050343,0.722666108080328,0.952574417229137,0.773959976881884,"GO:0042749","14/3369","66/14261",14,"drd2a/prkacab/ada/homer2/npas2/per3/LOC121892156/kcnk18/LOC121909162/LOC121894833/nr1h3/prkacbb/LOC121912066/LOC121886601"
